Track Name,Track ID,Artist,Track popularity,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist ID,Artist Followers,Artist genres,Artist popularity,Preference,Type,anime,anime latino,anime lo-fi,anime rock,anime score,art rock,canterbury scene,chill r&b,chinese idol pop,classic j-pop,classic k-pop,complextro,dance pop,edm,idol rock,j-acoustic,j-idol,j-metal,j-pixie,j-pop,j-pop girl group,j-poprock,j-rock,japanese alternative rock,japanese celtic,japanese classical,japanese emo,japanese indie rock,japanese math rock,japanese metalcore,japanese pop punk,japanese post-hardcore,japanese power metal,japanese prog,japanese r&b,japanese singer-songwriter,japanese soul,japanese soundtrack,japanese teen pop,jazz fusion,k-indie,k-pop,k-pop boy group,k-pop girl group,k-rap,k-rock,korean city pop,korean electropop,korean mask singer,korean old school hip hop,korean ost,korean pop,korean r&b,korean singer-songwriter,korean superband,korean trap,neo classical metal,okinawan pop,oshare kei,otacore,power metal,progressive electro house,scorecore,shonen,symphonic rock,touken ranbu,trancecore,visual kei,vocaloid
Décalcomanie,5WitNasXEIRptoLIQUcXMx,MAMAMOO,58.0,Kpop-iconic,0.529,0.956,9,-1.889,1,0.265,0.0122,3.49e-06,0.119,0.559,179.987,audio_features,45uJULGOd9HoZi2aPySiwn,spotify:track:45uJULGOd9HoZi2aPySiwn,https://api.spotify.com/v1/tracks/45uJULGOd9HoZi2aPySiwn,https://api.spotify.com/v1/audio-analysis/45uJULGOd9HoZi2aPySiwn,211763,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WANNA BE MYSELF,0VPBuXtEG16NtN5ZGYJ7lV,MAMAMOO,54.0,Kpop-2021,0.539,0.865,1,-2.86,0,0.0988,0.178,0.0,0.0992,0.735,161.969,audio_features,2O5p6cjooU86FnEvnUVGoD,spotify:track:2O5p6cjooU86FnEvnUVGoD,https://api.spotify.com/v1/tracks/2O5p6cjooU86FnEvnUVGoD,https://api.spotify.com/v1/audio-analysis/2O5p6cjooU86FnEvnUVGoD,204725,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starry Night,5MaDeMdqsPsZTxNWdEZPVH,MAMAMOO,60.0,Kpop-iconic,0.769,0.661,8,-5.08,0,0.133,0.24,0.0,0.118,0.552,107.967,audio_features,1VAwnMFpVRc0CvdRRsHDrP,spotify:track:1VAwnMFpVRc0CvdRRsHDrP,https://api.spotify.com/v1/tracks/1VAwnMFpVRc0CvdRRsHDrP,https://api.spotify.com/v1/audio-analysis/1VAwnMFpVRc0CvdRRsHDrP,199892,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egotistic,5Z4aqpT39KpY8gbHoJWdou,MAMAMOO,65.0,Kpop 2015-2021,0.616,0.833,3,-3.314,0,0.067,0.315,0.0,0.175,0.595,97.898,audio_features,5Z4aqpT39KpY8gbHoJWdou,spotify:track:5Z4aqpT39KpY8gbHoJWdou,https://api.spotify.com/v1/tracks/5Z4aqpT39KpY8gbHoJWdou,https://api.spotify.com/v1/audio-analysis/5Z4aqpT39KpY8gbHoJWdou,196018,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIP,24nK8tW7Pt3Inh2utttuoG,MAMAMOO,72.0,Kpop-iconic,0.695,0.832,9,-3.455,0,0.0288,0.000371,0.000483,0.469,0.249,111.997,audio_features,7n2HVHWqFsyAOs5HqmE1Dl,spotify:track:7n2HVHWqFsyAOs5HqmE1Dl,https://api.spotify.com/v1/tracks/7n2HVHWqFsyAOs5HqmE1Dl,https://api.spotify.com/v1/audio-analysis/7n2HVHWqFsyAOs5HqmE1Dl,194699,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wind flower,2qwyjoSsSr3M7HTt611Q5O,MAMAMOO,58.0,Kpop 2015-2021,0.735,0.795,0,-2.918,1,0.0518,0.656,0.0,0.0665,0.825,113.988,audio_features,2qwyjoSsSr3M7HTt611Q5O,spotify:track:2qwyjoSsSr3M7HTt611Q5O,https://api.spotify.com/v1/tracks/2qwyjoSsSr3M7HTt611Q5O,https://api.spotify.com/v1/audio-analysis/2qwyjoSsSr3M7HTt611Q5O,236816,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gogobebe,6E7jAJN2e3znSHyPCdQqx8,MAMAMOO,65.0,Kpop 2015-2021,0.704,0.787,0,-3.114,1,0.082,0.114,0.0,0.228,0.707,96.929,audio_features,6E7jAJN2e3znSHyPCdQqx8,spotify:track:6E7jAJN2e3znSHyPCdQqx8,https://api.spotify.com/v1/tracks/6E7jAJN2e3znSHyPCdQqx8,https://api.spotify.com/v1/audio-analysis/6E7jAJN2e3znSHyPCdQqx8,195856,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gleam,4dOrfL6qgxnjCMSmkekFhB,MAMAMOO,2.0,Kpop 2015-2021,0.772,0.782,1,-3.84,1,0.14,0.106,0.0,0.0769,0.651,117.957,audio_features,4dOrfL6qgxnjCMSmkekFhB,spotify:track:4dOrfL6qgxnjCMSmkekFhB,https://api.spotify.com/v1/tracks/4dOrfL6qgxnjCMSmkekFhB,https://api.spotify.com/v1/audio-analysis/4dOrfL6qgxnjCMSmkekFhB,184360,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIP,24nK8tW7Pt3Inh2utttuoG,MAMAMOO,72.0,Kpop 2015-2021,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,audio_features,24nK8tW7Pt3Inh2utttuoG,spotify:track:24nK8tW7Pt3Inh2utttuoG,https://api.spotify.com/v1/tracks/24nK8tW7Pt3Inh2utttuoG,https://api.spotify.com/v1/audio-analysis/24nK8tW7Pt3Inh2utttuoG,195307,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WANNA BE MYSELF,0VPBuXtEG16NtN5ZGYJ7lV,MAMAMOO,54.0,Kpop 2015-2021,0.713,0.867,9,-3.523,0,0.079,0.0747,8.25e-06,0.127,0.801,124.058,audio_features,0VPBuXtEG16NtN5ZGYJ7lV,spotify:track:0VPBuXtEG16NtN5ZGYJ7lV,https://api.spotify.com/v1/tracks/0VPBuXtEG16NtN5ZGYJ7lV,https://api.spotify.com/v1/audio-analysis/0VPBuXtEG16NtN5ZGYJ7lV,206240,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dingga,0bDYceyQd1jnJO4sK47YxU,MAMAMOO,65.0,Kpop 2015-2021,0.772,0.925,9,-2.788,0,0.108,0.0549,0.0,0.201,0.795,119.963,audio_features,0bDYceyQd1jnJO4sK47YxU,spotify:track:0bDYceyQd1jnJO4sK47YxU,https://api.spotify.com/v1/tracks/0bDYceyQd1jnJO4sK47YxU,https://api.spotify.com/v1/audio-analysis/0bDYceyQd1jnJO4sK47YxU,179080,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYA,4BZXVFYCb76Q0Klojq4piV,MAMAMOO,65.0,Kpop 2015-2021,0.634,0.858,4,-2.226,0,0.0809,0.101,8.56e-06,0.258,0.637,91.688,audio_features,4BZXVFYCb76Q0Klojq4piV,spotify:track:4BZXVFYCb76Q0Klojq4piV,https://api.spotify.com/v1/tracks/4BZXVFYCb76Q0Klojq4piV,https://api.spotify.com/v1/audio-analysis/4BZXVFYCb76Q0Klojq4piV,211280,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where Are We Now,0cLXk75Pan3mhRlWqHiynh,MAMAMOO,59.0,Kpop 2015-2021,0.407,0.494,8,-5.272,1,0.0343,0.744,1.62e-05,0.157,0.325,117.55,audio_features,0cLXk75Pan3mhRlWqHiynh,spotify:track:0cLXk75Pan3mhRlWqHiynh,https://api.spotify.com/v1/tracks/0cLXk75Pan3mhRlWqHiynh,https://api.spotify.com/v1/audio-analysis/0cLXk75Pan3mhRlWqHiynh,223547,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mumumumuch,15djITIu5osnO9yIT29r0Z,MAMAMOO,62.0,Kpop 2015-2021,0.74,0.828,10,-3.296,0,0.0787,0.0756,0.0,0.14,0.819,120.072,audio_features,15djITIu5osnO9yIT29r0Z,spotify:track:15djITIu5osnO9yIT29r0Z,https://api.spotify.com/v1/tracks/15djITIu5osnO9yIT29r0Z,https://api.spotify.com/v1/audio-analysis/15djITIu5osnO9yIT29r0Z,209093,4,0XATRDCYuuGhk0oE7C0o5G,4410074.0,"['k-pop', 'k-pop girl group']",71.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heavenly blue,27AljPd43CqSWA6WptHyIn,Kalafina,39.0,Anime-myselection,0.734,0.823,1,-3.888,0,0.089,0.27,0.0,0.108,0.718,103.991,audio_features,1zZ9IuDffZGH5OoVoUXlHz,spotify:track:1zZ9IuDffZGH5OoVoUXlHz,https://api.spotify.com/v1/tracks/1zZ9IuDffZGH5OoVoUXlHz,https://api.spotify.com/v1/audio-analysis/1zZ9IuDffZGH5OoVoUXlHz,201643,4,2otsTXVV2ZWZ8T5LPzsBhy,221975.0,"['anime', 'anime score', 'j-poprock', 'otacore', 'touken ranbu']",50.0,Mine,Anime,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Magia,0snD7SNZLAuaBySLX1WPqs,Kalafina,0.0,Anime-myselection,0.781,0.94,2,-3.779,1,0.067,0.069,0.0,0.0992,0.537,125.009,audio_features,6oE1dVmtTagzTRlxDXhX8t,spotify:track:6oE1dVmtTagzTRlxDXhX8t,https://api.spotify.com/v1/tracks/6oE1dVmtTagzTRlxDXhX8t,https://api.spotify.com/v1/audio-analysis/6oE1dVmtTagzTRlxDXhX8t,219225,4,2otsTXVV2ZWZ8T5LPzsBhy,221975.0,"['anime', 'anime score', 'j-poprock', 'otacore', 'touken ranbu']",50.0,Mine,Anime,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Flyers,6VBQ4DF4fwPJNA96RbMQWT,BRADIO,60.0,Anime-iconic,0.734,0.823,1,-3.888,0,0.089,0.27,0.0,0.108,0.718,103.991,audio_features,1zZ9IuDffZGH5OoVoUXlHz,spotify:track:1zZ9IuDffZGH5OoVoUXlHz,https://api.spotify.com/v1/tracks/1zZ9IuDffZGH5OoVoUXlHz,https://api.spotify.com/v1/audio-analysis/1zZ9IuDffZGH5OoVoUXlHz,201643,4,4bykb0rz2eT2t2kzihCsne,120680.0,"['anime latino', 'j-poprock', 'otacore']",51.0,Other,Anime,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flyers,6VBQ4DF4fwPJNA96RbMQWT,BRADIO,60.0,Anime-myselection,0.804,0.68,0,-3.81,1,0.2,0.458,0.0,0.102,0.62,102.013,audio_features,3y7ByLZ05tluscOTRgEJ9Y,spotify:track:3y7ByLZ05tluscOTRgEJ9Y,https://api.spotify.com/v1/tracks/3y7ByLZ05tluscOTRgEJ9Y,https://api.spotify.com/v1/audio-analysis/3y7ByLZ05tluscOTRgEJ9Y,217413,4,4bykb0rz2eT2t2kzihCsne,120680.0,"['anime latino', 'j-poprock', 'otacore']",51.0,Mine,Anime,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thunderous,3ihf9gTcRUz7EvkFnoh5TW,Stray Kids,82.0,Kpop-2021,0.724,0.976,1,-3.279,1,0.0602,0.116,1.3e-05,0.352,0.626,110.006,audio_features,1pLh3xuAaDMyux3laCEqaq,spotify:track:1pLh3xuAaDMyux3laCEqaq,https://api.spotify.com/v1/tracks/1pLh3xuAaDMyux3laCEqaq,https://api.spotify.com/v1/audio-analysis/1pLh3xuAaDMyux3laCEqaq,178565,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God’s Menu,0RzT9tBLcQhofW2TNiHP9B,Stray Kids,74.0,Kpop-2021,0.652,0.62,5,-6.591,1,0.0374,0.0671,0.0,0.193,0.365,108.001,audio_features,7eUtsnBNOWfWDObBZyU4F4,spotify:track:7eUtsnBNOWfWDObBZyU4F4,https://api.spotify.com/v1/tracks/7eUtsnBNOWfWDObBZyU4F4,https://api.spotify.com/v1/audio-analysis/7eUtsnBNOWfWDObBZyU4F4,184527,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back Door,7I0vl97TYZW86qYdgcD1qu,Stray Kids,73.0,Kpop-2021,0.741,0.853,0,-2.873,1,0.129,0.453,0.0,0.233,0.731,115.085,audio_features,3PbsYQc7kMKFaJMs1Cj3tj,spotify:track:3PbsYQc7kMKFaJMs1Cj3tj,https://api.spotify.com/v1/tracks/3PbsYQc7kMKFaJMs1Cj3tj,https://api.spotify.com/v1/audio-analysis/3PbsYQc7kMKFaJMs1Cj3tj,172372,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District 9,45uJULGOd9HoZi2aPySiwn,Stray Kids,0.0,Kpop 2015-2021,0.529,0.956,9,-1.889,1,0.265,0.0122,3.49e-06,0.119,0.559,179.987,audio_features,45uJULGOd9HoZi2aPySiwn,spotify:track:45uJULGOd9HoZi2aPySiwn,https://api.spotify.com/v1/tracks/45uJULGOd9HoZi2aPySiwn,https://api.spotify.com/v1/audio-analysis/45uJULGOd9HoZi2aPySiwn,211763,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Pace,4giQE1WslvC0WH412UVLYB,Stray Kids,0.0,Kpop 2015-2021,0.682,0.83,11,-4.234,0,0.254,0.0577,0.0,0.0926,0.784,155.122,audio_features,4giQE1WslvC0WH412UVLYB,spotify:track:4giQE1WslvC0WH412UVLYB,https://api.spotify.com/v1/tracks/4giQE1WslvC0WH412UVLYB,https://api.spotify.com/v1/audio-analysis/4giQE1WslvC0WH412UVLYB,189325,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am YOU,3YcQMEQsLWiya2zjSKKJAU,Stray Kids,0.0,Kpop 2015-2021,0.656,0.821,11,-4.741,1,0.188,0.0158,0.0,0.131,0.671,144.972,audio_features,3YcQMEQsLWiya2zjSKKJAU,spotify:track:3YcQMEQsLWiya2zjSKKJAU,https://api.spotify.com/v1/tracks/3YcQMEQsLWiya2zjSKKJAU,https://api.spotify.com/v1/audio-analysis/3YcQMEQsLWiya2zjSKKJAU,204239,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIROH,4WuKHgxdCJsaOBIh7yndty,Stray Kids,67.0,Kpop 2015-2021,0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,0.503,126.063,audio_features,4WuKHgxdCJsaOBIh7yndty,spotify:track:4WuKHgxdCJsaOBIh7yndty,https://api.spotify.com/v1/tracks/4WuKHgxdCJsaOBIh7yndty,https://api.spotify.com/v1/audio-analysis/4WuKHgxdCJsaOBIh7yndty,207617,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Effects,1BiXkuVBXz9IzP7210Zo9I,Stray Kids,59.0,Kpop 2015-2021,0.443,0.978,2,-1.736,1,0.145,0.0215,0.0,0.0545,0.114,129.987,audio_features,1BiXkuVBXz9IzP7210Zo9I,spotify:track:1BiXkuVBXz9IzP7210Zo9I,https://api.spotify.com/v1/tracks/1BiXkuVBXz9IzP7210Zo9I,https://api.spotify.com/v1/audio-analysis/1BiXkuVBXz9IzP7210Zo9I,193853,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Knot,7vZseKiQOIuFxxfi84302k,Stray Kids,55.0,Kpop 2015-2021,0.716,0.814,5,-2.889,0,0.35,0.0486,0.0,0.607,0.575,146.925,audio_features,7vZseKiQOIuFxxfi84302k,spotify:track:7vZseKiQOIuFxxfi84302k,https://api.spotify.com/v1/tracks/7vZseKiQOIuFxxfi84302k,https://api.spotify.com/v1/audio-analysis/7vZseKiQOIuFxxfi84302k,189771,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levanter,4mtPGvoOvfqskC9M3tNZrV,Stray Kids,56.0,Kpop 2015-2021,0.559,0.695,9,-4.722,1,0.0518,0.00747,0.0,0.545,0.349,149.964,audio_features,4mtPGvoOvfqskC9M3tNZrV,spotify:track:4mtPGvoOvfqskC9M3tNZrV,https://api.spotify.com/v1/tracks/4mtPGvoOvfqskC9M3tNZrV,https://api.spotify.com/v1/audio-analysis/4mtPGvoOvfqskC9M3tNZrV,195656,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astronaut,62namC9dSNTcs6lDhk1WOT,Stray Kids,51.0,Kpop 2015-2021,0.751,0.843,6,-6.539,0,0.0992,0.0269,0.0,0.187,0.647,120.053,audio_features,62namC9dSNTcs6lDhk1WOT,spotify:track:62namC9dSNTcs6lDhk1WOT,https://api.spotify.com/v1/tracks/62namC9dSNTcs6lDhk1WOT,https://api.spotify.com/v1/audio-analysis/62namC9dSNTcs6lDhk1WOT,179009,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mixtape : On Track,3diZHzXj5LNxztVwBjnebn,Stray Kids,50.0,Kpop 2015-2021,0.439,0.791,1,-2.832,1,0.106,0.208,0.0,0.479,0.537,171.15,audio_features,3diZHzXj5LNxztVwBjnebn,spotify:track:3diZHzXj5LNxztVwBjnebn,https://api.spotify.com/v1/tracks/3diZHzXj5LNxztVwBjnebn,https://api.spotify.com/v1/audio-analysis/3diZHzXj5LNxztVwBjnebn,207815,3,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOP (""Tower of God"" OP)",05E7iRWsq1MYAlJElzCKCv,Stray Kids,54.0,Kpop 2015-2021,0.615,0.941,7,-2.71,1,0.131,0.00316,0.0,0.237,0.247,97.924,audio_features,05E7iRWsq1MYAlJElzCKCv,spotify:track:05E7iRWsq1MYAlJElzCKCv,https://api.spotify.com/v1/tracks/05E7iRWsq1MYAlJElzCKCv,https://api.spotify.com/v1/audio-analysis/05E7iRWsq1MYAlJElzCKCv,185552,4,2dIgFjalVxs4ThymZ67YCE,5591551.0,"['k-pop', 'k-pop boy group']",82.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
