Track Name,Track ID,Artist,Track popularity,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist ID,Artist Followers,Artist genres,Artist popularity,Preference,Type,anime,anime latino,anime lo-fi,anime rock,anime score,art rock,canterbury scene,chill r&b,chinese idol pop,classic j-pop,classic k-pop,complextro,dance pop,edm,idol rock,j-acoustic,j-idol,j-metal,j-pixie,j-pop,j-pop girl group,j-poprock,j-rock,japanese alternative rock,japanese celtic,japanese classical,japanese emo,japanese indie rock,japanese math rock,japanese metalcore,japanese pop punk,japanese post-hardcore,japanese power metal,japanese prog,japanese r&b,japanese singer-songwriter,japanese soul,japanese soundtrack,japanese teen pop,jazz fusion,k-indie,k-pop,k-pop boy group,k-pop girl group,k-rap,k-rock,korean city pop,korean electropop,korean mask singer,korean old school hip hop,korean ost,korean pop,korean r&b,korean singer-songwriter,korean superband,korean trap,neo classical metal,okinawan pop,oshare kei,otacore,power metal,progressive electro house,scorecore,shonen,symphonic rock,touken ranbu,trancecore,visual kei,vocaloid
I'm Not Cool,7xTOqnsOV6qHBPWoCWpzGM,HyunA,5.0,Kpop 2015-2021,0.883,0.845,11,-2.069,1,0.0585,0.0161,0.00157,0.29,0.656,116.004,audio_features,7xTOqnsOV6qHBPWoCWpzGM,spotify:track:7xTOqnsOV6qHBPWoCWpzGM,https://api.spotify.com/v1/tracks/7xTOqnsOV6qHBPWoCWpzGM,https://api.spotify.com/v1/audio-analysis/7xTOqnsOV6qHBPWoCWpzGM,174173,4,3UwlejyX2b458azZ7eCnHb,1532360.0,['k-pop'],61.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOOD GIRL,5iMcihnPLMICfFhg3H694w,HyunA,1.0,Kpop 2015-2021,0.812,0.868,0,-3.483,1,0.194,0.00854,5.19e-05,0.0569,0.756,117.97,audio_features,5iMcihnPLMICfFhg3H694w,spotify:track:5iMcihnPLMICfFhg3H694w,https://api.spotify.com/v1/tracks/5iMcihnPLMICfFhg3H694w,https://api.spotify.com/v1/audio-analysis/5iMcihnPLMICfFhg3H694w,185400,4,3UwlejyX2b458azZ7eCnHb,1532360.0,['k-pop'],61.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanashii Ureshii,6TT5vTinGLuUQcepMyZ21G,frederic,54.0,Anime-iconic,0.649,0.827,5,-3.465,1,0.0838,0.00676,0.0,0.916,0.456,129.963,audio_features,2jJiOwmdErFy7I5moPtjfs,spotify:track:2jJiOwmdErFy7I5moPtjfs,https://api.spotify.com/v1/tracks/2jJiOwmdErFy7I5moPtjfs,https://api.spotify.com/v1/audio-analysis/2jJiOwmdErFy7I5moPtjfs,237584,4,3srPc1Mytv5GmTWqsQuoXW,239619.0,"['j-poprock', 'j-rock']",52.0,Other,Anime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ribbon,3bvudVSJ5C5LcmH9ZwW5l0,Beast,0.0,Kpop 2015-2021,0.492,0.866,0,-1.85,1,0.047,0.299,0.0,0.363,0.577,199.95,audio_features,3bvudVSJ5C5LcmH9ZwW5l0,spotify:track:3bvudVSJ5C5LcmH9ZwW5l0,https://api.spotify.com/v1/tracks/3bvudVSJ5C5LcmH9ZwW5l0,https://api.spotify.com/v1/audio-analysis/3bvudVSJ5C5LcmH9ZwW5l0,234799,3,1Pr9gT0veB2tgcisQeIGoC,414344.0,"['k-pop', 'k-pop boy group']",52.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Morning World!,540UbeMMGyJomub7UcRhF4,BURNOUT SYNDROMES,55.0,Anime-myselection,0.492,0.866,0,-1.85,1,0.047,0.299,0.0,0.363,0.577,199.95,audio_features,3bvudVSJ5C5LcmH9ZwW5l0,spotify:track:3bvudVSJ5C5LcmH9ZwW5l0,https://api.spotify.com/v1/tracks/3bvudVSJ5C5LcmH9ZwW5l0,https://api.spotify.com/v1/audio-analysis/3bvudVSJ5C5LcmH9ZwW5l0,234799,3,0Oazwl71qoHvXnbSxv0wOT,189190.0,"['anime', 'anime rock', 'j-poprock', 'otacore']",61.0,Mine,Anime,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Plz Don’t Be Sad,6lHmnk1sUIPS9EI836eObc,Highlight,44.0,Kpop 2015-2021,0.587,0.874,9,-2.461,0,0.0613,0.16,0.0,0.15,0.752,150.037,audio_features,6lHmnk1sUIPS9EI836eObc,spotify:track:6lHmnk1sUIPS9EI836eObc,https://api.spotify.com/v1/tracks/6lHmnk1sUIPS9EI836eObc,https://api.spotify.com/v1/audio-analysis/6lHmnk1sUIPS9EI836eObc,196509,4,3T0fMfxYBU3q9oAUAdPIsr,429032.0,"['k-pop', 'k-pop boy group']",45.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loved,69WXOcy1JH8ae6b4cYp3sN,Highlight,40.0,Kpop 2015-2021,0.612,0.911,6,-0.857,0,0.0723,0.202,0.0,0.0747,0.566,104.949,audio_features,69WXOcy1JH8ae6b4cYp3sN,spotify:track:69WXOcy1JH8ae6b4cYp3sN,https://api.spotify.com/v1/tracks/69WXOcy1JH8ae6b4cYp3sN,https://api.spotify.com/v1/audio-analysis/69WXOcy1JH8ae6b4cYp3sN,213826,4,3T0fMfxYBU3q9oAUAdPIsr,429032.0,"['k-pop', 'k-pop boy group']",45.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOT THE END,3VSA53dOtVkhwyJ0nsAnRt,Highlight,53.0,Kpop 2015-2021,0.545,0.778,11,-4.322,0,0.039,0.0102,0.0,0.0902,0.413,100.144,audio_features,3VSA53dOtVkhwyJ0nsAnRt,spotify:track:3VSA53dOtVkhwyJ0nsAnRt,https://api.spotify.com/v1/tracks/3VSA53dOtVkhwyJ0nsAnRt,https://api.spotify.com/v1/audio-analysis/3VSA53dOtVkhwyJ0nsAnRt,218253,4,3T0fMfxYBU3q9oAUAdPIsr,429032.0,"['k-pop', 'k-pop boy group']",45.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Want U Around (Feat. DeVita),5zI721DtTDWjLbDvZoWKGZ,YUGYEOM,30.0,Kpop-2021,0.587,0.874,9,-2.461,0,0.0613,0.16,0.0,0.15,0.752,150.037,audio_features,6lHmnk1sUIPS9EI836eObc,spotify:track:6lHmnk1sUIPS9EI836eObc,https://api.spotify.com/v1/tracks/6lHmnk1sUIPS9EI836eObc,https://api.spotify.com/v1/audio-analysis/6lHmnk1sUIPS9EI836eObc,196509,4,3ohXmy1PGdB3XgzhPqQ0tY,144407.0,['k-pop'],54.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Want U Around (Feat. DeVita),5zI721DtTDWjLbDvZoWKGZ,YUGYEOM,30.0,Kpop 2015-2021,0.648,0.686,6,-3.757,0,0.0384,0.083,0.0,0.683,0.428,92.056,audio_features,5zI721DtTDWjLbDvZoWKGZ,spotify:track:5zI721DtTDWjLbDvZoWKGZ,https://api.spotify.com/v1/tracks/5zI721DtTDWjLbDvZoWKGZ,https://api.spotify.com/v1/audio-analysis/5zI721DtTDWjLbDvZoWKGZ,191107,4,3ohXmy1PGdB3XgzhPqQ0tY,144407.0,['k-pop'],54.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Your Fault (Feat. GRAY),4PP4siQamrO7i5Me9GOpqQ,YUGYEOM,62.0,Kpop 2015-2021,0.662,0.852,10,-1.447,0,0.0329,0.163,0.0,0.0987,0.56,139.928,audio_features,4PP4siQamrO7i5Me9GOpqQ,spotify:track:4PP4siQamrO7i5Me9GOpqQ,https://api.spotify.com/v1/tracks/4PP4siQamrO7i5Me9GOpqQ,https://api.spotify.com/v1/audio-analysis/4PP4siQamrO7i5Me9GOpqQ,181880,4,3ohXmy1PGdB3XgzhPqQ0tY,144407.0,['k-pop'],54.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLOSER (Royal Ver.) - Royal Version,2yuZH4WB0ULae2VV35m67F,Joe Inoue,38.0,Anime-iconic,0.587,0.874,9,-2.461,0,0.0613,0.16,0.0,0.15,0.752,150.037,audio_features,6lHmnk1sUIPS9EI836eObc,spotify:track:6lHmnk1sUIPS9EI836eObc,https://api.spotify.com/v1/tracks/6lHmnk1sUIPS9EI836eObc,https://api.spotify.com/v1/audio-analysis/6lHmnk1sUIPS9EI836eObc,196509,4,04q6GxPQU1OTqHGrUxeufd,14051.0,"['j-poprock', 'otacore']",44.0,Other,Anime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Shangri-La,4UJbMQumRGohBYYz9WpQcT,VIXX,0.0,Kpop 2015-2021,0.604,0.729,6,-3.481,0,0.114,0.148,0.0,0.0594,0.584,77.565,audio_features,4UJbMQumRGohBYYz9WpQcT,spotify:track:4UJbMQumRGohBYYz9WpQcT,https://api.spotify.com/v1/tracks/4UJbMQumRGohBYYz9WpQcT,https://api.spotify.com/v1/audio-analysis/4UJbMQumRGohBYYz9WpQcT,202268,4,5BkB3rXc0qIdUtuEnhbK0A,892408.0,"['k-pop', 'k-pop boy group']",50.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantasy,4uzfxLF5gBDisuWZpBqCOX,VIXX,0.0,Kpop 2015-2021,0.593,0.921,9,-3.101,0,0.0735,0.06,0.0,0.0888,0.176,106.94,audio_features,4uzfxLF5gBDisuWZpBqCOX,spotify:track:4uzfxLF5gBDisuWZpBqCOX,https://api.spotify.com/v1/tracks/4uzfxLF5gBDisuWZpBqCOX,https://api.spotify.com/v1/audio-analysis/4uzfxLF5gBDisuWZpBqCOX,208645,3,5BkB3rXc0qIdUtuEnhbK0A,892408.0,"['k-pop', 'k-pop boy group']",50.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Closer,2V1IVJBngplWBy663tqwlW,VIXX,0.0,Kpop 2015-2021,0.65,0.835,11,-3.595,0,0.135,0.0346,0.0,0.566,0.606,139.794,audio_features,2V1IVJBngplWBy663tqwlW,spotify:track:2V1IVJBngplWBy663tqwlW,https://api.spotify.com/v1/tracks/2V1IVJBngplWBy663tqwlW,https://api.spotify.com/v1/audio-analysis/2V1IVJBngplWBy663tqwlW,225393,4,5BkB3rXc0qIdUtuEnhbK0A,892408.0,"['k-pop', 'k-pop boy group']",50.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scentist,6QG58K0SWbWvg293WiVjfH,VIXX,0.0,Kpop 2015-2021,0.621,0.833,10,-3.869,0,0.0622,0.141,0.0,0.145,0.781,149.923,audio_features,6QG58K0SWbWvg293WiVjfH,spotify:track:6QG58K0SWbWvg293WiVjfH,https://api.spotify.com/v1/tracks/6QG58K0SWbWvg293WiVjfH,https://api.spotify.com/v1/audio-analysis/6QG58K0SWbWvg293WiVjfH,184793,4,5BkB3rXc0qIdUtuEnhbK0A,892408.0,"['k-pop', 'k-pop boy group']",50.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamite,2xN1j0jRBRtsYAnA00kW9h,VIXX,0.0,Kpop 2015-2021,0.759,0.816,6,-2.898,0,0.104,0.152,0.0,0.0661,0.756,113.953,audio_features,2xN1j0jRBRtsYAnA00kW9h,spotify:track:2xN1j0jRBRtsYAnA00kW9h,https://api.spotify.com/v1/tracks/2xN1j0jRBRtsYAnA00kW9h,https://api.spotify.com/v1/audio-analysis/2xN1j0jRBRtsYAnA00kW9h,210486,4,5BkB3rXc0qIdUtuEnhbK0A,892408.0,"['k-pop', 'k-pop boy group']",50.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So Cool,4yHrnHRkY8ZEZUHPdsRno2,SISTAR,47.0,Kpop-iconic,0.604,0.729,6,-3.481,0,0.114,0.148,0.0,0.0594,0.584,77.565,audio_features,4UJbMQumRGohBYYz9WpQcT,spotify:track:4UJbMQumRGohBYYz9WpQcT,https://api.spotify.com/v1/tracks/4UJbMQumRGohBYYz9WpQcT,https://api.spotify.com/v1/audio-analysis/4UJbMQumRGohBYYz9WpQcT,202268,4,2wTLheTmMcFCA4hdY8hZJP,807519.0,"['k-pop', 'k-pop girl group']",55.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alone,40gUfKHwCNLpXowFN9Hvsu,SISTAR,52.0,Kpop-myselection,0.593,0.921,9,-3.101,0,0.0735,0.06,0.0,0.0888,0.176,106.94,audio_features,4uzfxLF5gBDisuWZpBqCOX,spotify:track:4uzfxLF5gBDisuWZpBqCOX,https://api.spotify.com/v1/tracks/4uzfxLF5gBDisuWZpBqCOX,https://api.spotify.com/v1/audio-analysis/4uzfxLF5gBDisuWZpBqCOX,208645,3,2wTLheTmMcFCA4hdY8hZJP,807519.0,"['k-pop', 'k-pop girl group']",55.0,Mine,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alone,40gUfKHwCNLpXowFN9Hvsu,SISTAR,52.0,Kpop-iconic,0.619,0.949,4,-2.653,0,0.2,0.222,0.0,0.483,0.596,147.024,audio_features,5ZmZnO37y2neKxn2KVhuLQ,spotify:track:5ZmZnO37y2neKxn2KVhuLQ,https://api.spotify.com/v1/tracks/5ZmZnO37y2neKxn2KVhuLQ,https://api.spotify.com/v1/audio-analysis/5ZmZnO37y2neKxn2KVhuLQ,185518,4,2wTLheTmMcFCA4hdY8hZJP,807519.0,"['k-pop', 'k-pop girl group']",55.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loving U,65w0pdINTiQjWBaE4Rws9Y,SISTAR,49.0,Kpop-iconic,0.765,0.769,2,-3.16,1,0.0595,0.167,0.0,0.0854,0.581,103.006,audio_features,02UNF1uo5f0UNgc1qx5XGt,spotify:track:02UNF1uo5f0UNgc1qx5XGt,https://api.spotify.com/v1/tracks/02UNF1uo5f0UNgc1qx5XGt,https://api.spotify.com/v1/audio-analysis/02UNF1uo5f0UNgc1qx5XGt,203057,4,2wTLheTmMcFCA4hdY8hZJP,807519.0,"['k-pop', 'k-pop girl group']",55.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Give it to me,1t88m8JUlqn9kf0FLmVta5,SISTAR,52.0,Kpop-iconic,0.681,0.94,3,-3.367,0,0.3,0.0998,0.0,0.334,0.889,164.035,audio_features,5ubfQzhabDSLYyohz2ozaN,spotify:track:5ubfQzhabDSLYyohz2ozaN,https://api.spotify.com/v1/tracks/5ubfQzhabDSLYyohz2ozaN,https://api.spotify.com/v1/audio-analysis/5ubfQzhabDSLYyohz2ozaN,197638,4,2wTLheTmMcFCA4hdY8hZJP,807519.0,"['k-pop', 'k-pop girl group']",55.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Like That,4wAjmojVxc6Wbeca9XvnDo,SISTAR,54.0,Kpop 2015-2021,0.564,0.867,7,-3.137,0,0.0881,0.0952,0.0,0.737,0.882,154.882,audio_features,4wAjmojVxc6Wbeca9XvnDo,spotify:track:4wAjmojVxc6Wbeca9XvnDo,https://api.spotify.com/v1/tracks/4wAjmojVxc6Wbeca9XvnDo,https://api.spotify.com/v1/audio-analysis/4wAjmojVxc6Wbeca9XvnDo,221371,4,2wTLheTmMcFCA4hdY8hZJP,807519.0,"['k-pop', 'k-pop girl group']",55.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch my body,5crARIrvoMiMf2AdlD78WN,SISTAR,56.0,Kpop-iconic,0.564,0.867,7,-3.137,0,0.0881,0.0952,0.0,0.737,0.882,154.882,audio_features,4wAjmojVxc6Wbeca9XvnDo,spotify:track:4wAjmojVxc6Wbeca9XvnDo,https://api.spotify.com/v1/tracks/4wAjmojVxc6Wbeca9XvnDo,https://api.spotify.com/v1/audio-analysis/4wAjmojVxc6Wbeca9XvnDo,221371,4,2wTLheTmMcFCA4hdY8hZJP,807519.0,"['k-pop', 'k-pop girl group']",55.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHAKE IT,59FBFyeST1vqN8G41YgFS6,SISTAR,53.0,Kpop-iconic,0.572,0.975,11,-2.019,1,0.0848,0.00776,0.0,0.142,0.481,100.021,audio_features,2KH7ZhZs01rJOIVvuUNFbo,spotify:track:2KH7ZhZs01rJOIVvuUNFbo,https://api.spotify.com/v1/tracks/2KH7ZhZs01rJOIVvuUNFbo,https://api.spotify.com/v1/audio-analysis/2KH7ZhZs01rJOIVvuUNFbo,189351,4,2wTLheTmMcFCA4hdY8hZJP,807519.0,"['k-pop', 'k-pop girl group']",55.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALONES,1o3BiqN7TPPLlvLC1TnXMX,Aqua Timez,53.0,Anime-iconic,0.604,0.729,6,-3.481,0,0.114,0.148,0.0,0.0594,0.584,77.565,audio_features,4UJbMQumRGohBYYz9WpQcT,spotify:track:4UJbMQumRGohBYYz9WpQcT,https://api.spotify.com/v1/tracks/4UJbMQumRGohBYYz9WpQcT,https://api.spotify.com/v1/audio-analysis/4UJbMQumRGohBYYz9WpQcT,202268,4,2XhA8BOHxO5NwbY6q3W8mD,310070.0,"['anime', 'j-pop', 'j-poprock', 'j-rock']",52.0,Other,Anime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velonica,2wKFFJkshZruKwGWnXFtqE,Aqua Timez,51.0,Anime-iconic,0.642,0.849,11,-3.266,0,0.0563,0.0461,0.0,0.398,0.601,127.923,audio_features,0WJVy5IYA9AeAI1htZDq0C,spotify:track:0WJVy5IYA9AeAI1htZDq0C,https://api.spotify.com/v1/tracks/0WJVy5IYA9AeAI1htZDq0C,https://api.spotify.com/v1/audio-analysis/0WJVy5IYA9AeAI1htZDq0C,214942,4,2XhA8BOHxO5NwbY6q3W8mD,310070.0,"['anime', 'j-pop', 'j-poprock', 'j-rock']",52.0,Other,Anime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALONES,1o3BiqN7TPPLlvLC1TnXMX,Aqua Timez,53.0,Anime-myselection,0.618,0.76,6,-4.312,1,0.0596,0.0066,0.0,0.127,0.541,150.0,audio_features,6lM6yIDZ7kxFsgQCCfaLE2,spotify:track:6lM6yIDZ7kxFsgQCCfaLE2,https://api.spotify.com/v1/tracks/6lM6yIDZ7kxFsgQCCfaLE2,https://api.spotify.com/v1/audio-analysis/6lM6yIDZ7kxFsgQCCfaLE2,221341,4,2XhA8BOHxO5NwbY6q3W8mD,310070.0,"['anime', 'j-pop', 'j-poprock', 'j-rock']",52.0,Mine,Anime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chi Mat Ba Ram,7od91jr6uXk0JoxVaIRA18,Brave Girls,60.0,Kpop-2021,0.593,0.921,9,-3.101,0,0.0735,0.06,0.0,0.0888,0.176,106.94,audio_features,4uzfxLF5gBDisuWZpBqCOX,spotify:track:4uzfxLF5gBDisuWZpBqCOX,https://api.spotify.com/v1/tracks/4uzfxLF5gBDisuWZpBqCOX,https://api.spotify.com/v1/audio-analysis/4uzfxLF5gBDisuWZpBqCOX,208645,3,7t5H3uQv0Zw6cQUnSTF5BB,177210.0,"['k-pop', 'k-pop girl group']",60.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollin',2VJOpzv5sBpstCX9venJr5,Brave Girls,43.0,Kpop-2021,0.709,0.917,9,-3.315,1,0.189,0.0409,0.0,0.0839,0.515,125.042,audio_features,7nKQ5WAcjnG48knyLuo8gO,spotify:track:7nKQ5WAcjnG48knyLuo8gO,https://api.spotify.com/v1/tracks/7nKQ5WAcjnG48knyLuo8gO,https://api.spotify.com/v1/audio-analysis/7nKQ5WAcjnG48knyLuo8gO,191139,4,7t5H3uQv0Zw6cQUnSTF5BB,177210.0,"['k-pop', 'k-pop girl group']",60.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하이힐,3PRZVj8hq9MoyiKTTyHTOo,Brave Girls,44.0,Kpop-iconic,0.658,0.932,9,-2.643,0,0.0525,0.133,0.0,0.183,0.516,120.002,audio_features,32ru7p3CUS6Wevz8eHpiiC,spotify:track:32ru7p3CUS6Wevz8eHpiiC,https://api.spotify.com/v1/tracks/32ru7p3CUS6Wevz8eHpiiC,https://api.spotify.com/v1/audio-analysis/32ru7p3CUS6Wevz8eHpiiC,201404,4,7t5H3uQv0Zw6cQUnSTF5BB,177210.0,"['k-pop', 'k-pop girl group']",60.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
