Track Name,Track ID,Artist,Track Popularity,Playlist_x,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist ID,Artist Followers,Artist genres,Artist popularity
Hero's Come Back!!(第1話〜第30話),0ekyKwGvJYXo03wAitRlwv,Junichi Sakamoto,Junichi Sakamoto,Shounen Anime Vibes (Anime Opening & Ending),0.618,0.975,6,-0.883,0,0.128,0.0113,3.09e-06,0.423,0.761,122.939,audio_features,3YxK7NqMCWDpmrQ82Wvx25,spotify:track:3YxK7NqMCWDpmrQ82Wvx25,https://api.spotify.com/v1/tracks/3YxK7NqMCWDpmrQ82Wvx25,https://api.spotify.com/v1/audio-analysis/3YxK7NqMCWDpmrQ82Wvx25,203587,4,3N7zZb665mg5kdJhY2bwBL,2162.0,[],37.0
How You Like That,4SFknyjLcyTLJFPKD2m96o,BLACKPINK,BLACKPINK,KPOP,0.673,0.933,5,-1.414,0,0.169,0.0279,0.0,0.357,0.662,127.905,audio_features,1wwuD36K0lZ9RDJPnGUXnT,spotify:track:1wwuD36K0lZ9RDJPnGUXnT,https://api.spotify.com/v1/tracks/1wwuD36K0lZ9RDJPnGUXnT,https://api.spotify.com/v1/audio-analysis/1wwuD36K0lZ9RDJPnGUXnT,227866,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
Kill This Love,6hvczQ05jc1yGlp9zhb95V,BLACKPINK,BLACKPINK,KPOP,0.871,0.943,1,-0.574,0,0.0864,0.16,0.0,0.225,0.902,114.993,audio_features,3CTo0NiDgnl6CHvlUgZXUt,spotify:track:3CTo0NiDgnl6CHvlUgZXUt,https://api.spotify.com/v1/tracks/3CTo0NiDgnl6CHvlUgZXUt,https://api.spotify.com/v1/audio-analysis/3CTo0NiDgnl6CHvlUgZXUt,226893,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
BOOMBAYAH,13MF2TYuyfITClL1R2ei6e,BLACKPINK,BLACKPINK,KPOP,0.791,0.85,6,-2.307,0,0.0468,0.136,0.057,0.0788,0.875,114.98,audio_features,2WuCEjpBwOa1b77sXPSCSH,spotify:track:2WuCEjpBwOa1b77sXPSCSH,https://api.spotify.com/v1/tracks/2WuCEjpBwOa1b77sXPSCSH,https://api.spotify.com/v1/audio-analysis/2WuCEjpBwOa1b77sXPSCSH,197799,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
DDU-DU DDU-DU,4lQsB3ERTWSNaAN1IkuNRl,BLACKPINK,BLACKPINK,KPOP,0.796,0.742,6,-4.117,0,0.0631,0.0704,0.0,0.0632,0.545,128.063,audio_features,4CpfcvoNDEEcIPYoJDS0Vl,spotify:track:4CpfcvoNDEEcIPYoJDS0Vl,https://api.spotify.com/v1/tracks/4CpfcvoNDEEcIPYoJDS0Vl,https://api.spotify.com/v1/audio-analysis/4CpfcvoNDEEcIPYoJDS0Vl,215249,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
As If It's Your Last,1Zyd6zQnC6XIIzmg3hP7Ot,BLACKPINK,BLACKPINK,KPOP,0.641,0.877,3,-2.726,0,0.0337,0.014,0.000131,0.0792,0.454,130.045,audio_features,2RKgRT8O8K3DXfsGfnbNWx,spotify:track:2RKgRT8O8K3DXfsGfnbNWx,https://api.spotify.com/v1/tracks/2RKgRT8O8K3DXfsGfnbNWx,https://api.spotify.com/v1/audio-analysis/2RKgRT8O8K3DXfsGfnbNWx,230008,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
BOOMBAYAH,13MF2TYuyfITClL1R2ei6e,BLACKPINK,BLACKPINK,Kpop girl group songs that were a cultural reset,0.661,0.836,5,-3.164,0,0.059,0.00268,0.0,0.497,0.396,124.952,audio_features,13MF2TYuyfITClL1R2ei6e,spotify:track:13MF2TYuyfITClL1R2ei6e,https://api.spotify.com/v1/tracks/13MF2TYuyfITClL1R2ei6e,https://api.spotify.com/v1/audio-analysis/13MF2TYuyfITClL1R2ei6e,240793,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
As If It's Your Last,4ZxOuNHhpyOj4gv52MtQpT,BLACKPINK,BLACKPINK,Kpop girl group songs that were a cultural reset,0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,audio_features,4ZxOuNHhpyOj4gv52MtQpT,spotify:track:4ZxOuNHhpyOj4gv52MtQpT,https://api.spotify.com/v1/tracks/4ZxOuNHhpyOj4gv52MtQpT,https://api.spotify.com/v1/audio-analysis/4ZxOuNHhpyOj4gv52MtQpT,213264,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
DDU-DU DDU-DU,4lQsB3ERTWSNaAN1IkuNRl,BLACKPINK,BLACKPINK,Kpop girl group songs that were a cultural reset,0.668,0.828,4,-5.034,0,0.0739,0.036,0.0,0.0932,0.393,140.042,audio_features,4lQsB3ERTWSNaAN1IkuNRl,spotify:track:4lQsB3ERTWSNaAN1IkuNRl,https://api.spotify.com/v1/tracks/4lQsB3ERTWSNaAN1IkuNRl,https://api.spotify.com/v1/audio-analysis/4lQsB3ERTWSNaAN1IkuNRl,211350,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
How You Like That,4SFknyjLcyTLJFPKD2m96o,BLACKPINK,BLACKPINK,Kpop girl group songs that were a cultural reset,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,audio_features,4SFknyjLcyTLJFPKD2m96o,spotify:track:4SFknyjLcyTLJFPKD2m96o,https://api.spotify.com/v1/tracks/4SFknyjLcyTLJFPKD2m96o,https://api.spotify.com/v1/audio-analysis/4SFknyjLcyTLJFPKD2m96o,182956,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
Lovesick Girls,4Ws314Ylb27BVsvlZOy30C,BLACKPINK,BLACKPINK,Kpop girl group songs that were a cultural reset,0.654,0.707,6,-5.661,1,0.0664,0.00559,0.0,0.0873,0.448,127.97,audio_features,4Ws314Ylb27BVsvlZOy30C,spotify:track:4Ws314Ylb27BVsvlZOy30C,https://api.spotify.com/v1/tracks/4Ws314Ylb27BVsvlZOy30C,https://api.spotify.com/v1/audio-analysis/4Ws314Ylb27BVsvlZOy30C,194765,4,41MozSoPIsD1dJM0CLPjZF,24932814.0,"['k-pop', 'k-pop girl group']",84.0
PAPERMOON (ソウルイーター),2aPKfL2i7AFI7xXXjR0Ba3,Kanako,Kanako,lit anime music,0.871,0.943,1,-0.574,0,0.0864,0.16,0.0,0.225,0.902,114.993,audio_features,3CTo0NiDgnl6CHvlUgZXUt,spotify:track:3CTo0NiDgnl6CHvlUgZXUt,https://api.spotify.com/v1/tracks/3CTo0NiDgnl6CHvlUgZXUt,https://api.spotify.com/v1/audio-analysis/3CTo0NiDgnl6CHvlUgZXUt,226893,4,0svxQfW5nVUuSOOzFIUHX0,3252.0,[],38.0
Wake up!,2ZCkl705ROXLgLtXXKhBp2,AAA,AAA,Shounen Anime Vibes (Anime Opening & Ending),0.871,0.943,1,-0.574,0,0.0864,0.16,0.0,0.225,0.902,114.993,audio_features,3CTo0NiDgnl6CHvlUgZXUt,spotify:track:3CTo0NiDgnl6CHvlUgZXUt,https://api.spotify.com/v1/tracks/3CTo0NiDgnl6CHvlUgZXUt,https://api.spotify.com/v1/audio-analysis/3CTo0NiDgnl6CHvlUgZXUt,226893,4,1AyWsgtaIgXbzjJlTx2ZDp,1175103.0,['j-pop'],58.0
Pop Pop Pop,71zcekUOANDZbm4Jf1d88e,Rania,Rania,Kpop girl group songs that were a cultural reset,0.714,0.988,0,-2.088,0,0.0877,0.0488,0.0,0.195,0.671,128.026,audio_features,71zcekUOANDZbm4Jf1d88e,spotify:track:71zcekUOANDZbm4Jf1d88e,https://api.spotify.com/v1/tracks/71zcekUOANDZbm4Jf1d88e,https://api.spotify.com/v1/audio-analysis/71zcekUOANDZbm4Jf1d88e,180841,4,5sUKi0QlHVxvsCzmrhJsFO,67372.0,"['k-pop', 'k-pop girl group']",33.0
FIESTA,6Ihdn6wW2UBhfTKWbP29KA,IZ*ONE,IZ*ONE,KPOP,0.714,0.988,0,-2.088,0,0.0877,0.0488,0.0,0.195,0.671,128.026,audio_features,71zcekUOANDZbm4Jf1d88e,spotify:track:71zcekUOANDZbm4Jf1d88e,https://api.spotify.com/v1/tracks/71zcekUOANDZbm4Jf1d88e,https://api.spotify.com/v1/audio-analysis/71zcekUOANDZbm4Jf1d88e,180841,4,5r1tUTxVSgvBHnoDuDODPH,1088954.0,"['k-pop', 'k-pop girl group']",67.0
La Vie en Rose,3WfaJhCL4p2JbdffJjV6Va,IZ*ONE,IZ*ONE,Kpop girl group songs that were a cultural reset,0.699,0.907,9,-1.208,0,0.0544,0.0868,0.0,0.115,0.621,115.978,audio_features,3WfaJhCL4p2JbdffJjV6Va,spotify:track:3WfaJhCL4p2JbdffJjV6Va,https://api.spotify.com/v1/tracks/3WfaJhCL4p2JbdffJjV6Va,https://api.spotify.com/v1/audio-analysis/3WfaJhCL4p2JbdffJjV6Va,218994,4,5r1tUTxVSgvBHnoDuDODPH,1088954.0,"['k-pop', 'k-pop girl group']",67.0
FIESTA,6Ihdn6wW2UBhfTKWbP29KA,IZ*ONE,IZ*ONE,Kpop girl group songs that were a cultural reset,0.756,0.927,7,-2.116,1,0.0594,0.0617,0.0,0.343,0.723,123.005,audio_features,6Ihdn6wW2UBhfTKWbP29KA,spotify:track:6Ihdn6wW2UBhfTKWbP29KA,https://api.spotify.com/v1/tracks/6Ihdn6wW2UBhfTKWbP29KA,https://api.spotify.com/v1/audio-analysis/6Ihdn6wW2UBhfTKWbP29KA,217760,4,5r1tUTxVSgvBHnoDuDODPH,1088954.0,"['k-pop', 'k-pop girl group']",67.0
Panorama,0CnpSTdL9l5vQM4YnzXtyo,IZ*ONE,IZ*ONE,Kpop girl group songs that were a cultural reset,0.726,0.963,9,-1.111,0,0.0916,0.0429,0.00157,0.128,0.769,126.062,audio_features,0CnpSTdL9l5vQM4YnzXtyo,spotify:track:0CnpSTdL9l5vQM4YnzXtyo,https://api.spotify.com/v1/tracks/0CnpSTdL9l5vQM4YnzXtyo,https://api.spotify.com/v1/audio-analysis/0CnpSTdL9l5vQM4YnzXtyo,222853,4,5r1tUTxVSgvBHnoDuDODPH,1088954.0,"['k-pop', 'k-pop girl group']",67.0
BEAM BEAM,1VjIS4qoyD6JS2rNZQgE00,JEON SOYEON,JEON SOYEON,KPOP,0.636,0.9,6,-3.568,1,0.0571,0.286,1.47e-06,0.0982,0.686,134.004,audio_features,37S86pw74OH8j96ZmMnrpR,spotify:track:37S86pw74OH8j96ZmMnrpR,https://api.spotify.com/v1/tracks/37S86pw74OH8j96ZmMnrpR,https://api.spotify.com/v1/audio-analysis/37S86pw74OH8j96ZmMnrpR,241839,4,6Xg22wJOAcnvPUfk5WvODH,362098.0,['k-pop'],59.0
残酷な天使のテーゼ,5817wyqyc3cM1W9rDQjFQV,MANDY B.BLUE,MANDY B.BLUE,Shounen Anime Vibes (Anime Opening & Ending),0.636,0.9,6,-3.568,1,0.0571,0.286,1.47e-06,0.0982,0.686,134.004,audio_features,37S86pw74OH8j96ZmMnrpR,spotify:track:37S86pw74OH8j96ZmMnrpR,https://api.spotify.com/v1/tracks/37S86pw74OH8j96ZmMnrpR,https://api.spotify.com/v1/audio-analysis/37S86pw74OH8j96ZmMnrpR,241839,4,2u2gxOf5UfOCjyPbkY9CNt,4625.0,['anime latino'],31.0
HEART OF SWORD 〜夜明け前〜,5IAcmuq4vZ796q8i3qwcyH,T.M.Revolution,T.M.Revolution,Shounen Anime Vibes (Anime Opening & Ending),0.641,0.877,3,-2.726,0,0.0337,0.014,0.000131,0.0792,0.454,130.045,audio_features,2RKgRT8O8K3DXfsGfnbNWx,spotify:track:2RKgRT8O8K3DXfsGfnbNWx,https://api.spotify.com/v1/tracks/2RKgRT8O8K3DXfsGfnbNWx,https://api.spotify.com/v1/audio-analysis/2RKgRT8O8K3DXfsGfnbNWx,230008,4,3jdzcmtw5XOmOkSb2mRDtr,258991.0,"['anime', 'anime score', 'classic j-pop', 'j-pop', 'j-poprock']",52.0
resonance,2kiHhszkih0WhF9fnsYbCV,T.M.Revolution,T.M.Revolution,Shounen Anime Vibes (Anime Opening & Ending),0.675,0.889,1,-3.052,1,0.0434,0.0675,0.0,0.238,0.96,136.029,audio_features,1fdJzqvZen47mh7gsB68RH,spotify:track:1fdJzqvZen47mh7gsB68RH,https://api.spotify.com/v1/tracks/1fdJzqvZen47mh7gsB68RH,https://api.spotify.com/v1/audio-analysis/1fdJzqvZen47mh7gsB68RH,208196,4,3jdzcmtw5XOmOkSb2mRDtr,258991.0,"['anime', 'anime score', 'classic j-pop', 'j-pop', 'j-poprock']",52.0
resonance,1CruCvvFpvyiefcWYf0lEj,T.M.Revolution,T.M.Revolution,lit anime music,0.701,0.968,1,-0.913,1,0.078,0.103,0.0,0.832,0.913,100.009,audio_features,548FKDwnyPFkfWmtoK6ETA,spotify:track:548FKDwnyPFkfWmtoK6ETA,https://api.spotify.com/v1/tracks/548FKDwnyPFkfWmtoK6ETA,https://api.spotify.com/v1/audio-analysis/548FKDwnyPFkfWmtoK6ETA,219533,4,3jdzcmtw5XOmOkSb2mRDtr,258991.0,"['anime', 'anime score', 'classic j-pop', 'j-pop', 'j-poprock']",52.0
Siren,0gEnVDMhKKjF1qXuvBwq91,SUNMI,SUNMI,KPOP,0.769,0.961,4,-2.316,0,0.0371,0.263,0.0,0.146,0.89,114.982,audio_features,40gUfKHwCNLpXowFN9Hvsu,spotify:track:40gUfKHwCNLpXowFN9Hvsu,https://api.spotify.com/v1/tracks/40gUfKHwCNLpXowFN9Hvsu,https://api.spotify.com/v1/audio-analysis/40gUfKHwCNLpXowFN9Hvsu,206267,4,6MoXcK2GyGg7FIyxPU5yW6,2308494.0,['k-pop'],66.0
Gashina,0jFHMDRXxKaREor3hBEEST,SUNMI,SUNMI,KPOP,0.659,0.94,6,-1.017,1,0.161,0.045,0.0,0.285,0.672,146.061,audio_features,16ZeZxGqGkBqCSbmdxWWla,spotify:track:16ZeZxGqGkBqCSbmdxWWla,https://api.spotify.com/v1/tracks/16ZeZxGqGkBqCSbmdxWWla,https://api.spotify.com/v1/audio-analysis/16ZeZxGqGkBqCSbmdxWWla,178107,4,6MoXcK2GyGg7FIyxPU5yW6,2308494.0,['k-pop'],66.0
Heroine,5gA9Xn8oPts2aewPgxVkPD,SUNMI,SUNMI,KPOP,0.8,0.947,1,-1.97,1,0.1,0.0735,0.0,0.327,0.76,123.975,audio_features,3lcdPSfDGg11Qyimx2ONYH,spotify:track:3lcdPSfDGg11Qyimx2ONYH,https://api.spotify.com/v1/tracks/3lcdPSfDGg11Qyimx2ONYH,https://api.spotify.com/v1/audio-analysis/3lcdPSfDGg11Qyimx2ONYH,227683,4,6MoXcK2GyGg7FIyxPU5yW6,2308494.0,['k-pop'],66.0
24시간이 모자라,1KvMjr7Yx2WKl5WV4YCj9Y,SUNMI,SUNMI,Kpop girl group songs that were a cultural reset,0.739,0.782,1,-3.964,1,0.103,0.00549,1.41e-05,0.315,0.604,125.94,audio_features,1KvMjr7Yx2WKl5WV4YCj9Y,spotify:track:1KvMjr7Yx2WKl5WV4YCj9Y,https://api.spotify.com/v1/tracks/1KvMjr7Yx2WKl5WV4YCj9Y,https://api.spotify.com/v1/audio-analysis/1KvMjr7Yx2WKl5WV4YCj9Y,201590,4,6MoXcK2GyGg7FIyxPU5yW6,2308494.0,['k-pop'],66.0
보름달,4DrMEpcUwwRyxLtRjnPvZk,SUNMI,SUNMI,Kpop girl group songs that were a cultural reset,0.505,0.958,8,-3.202,0,0.337,0.264,0.0,0.144,0.743,176.016,audio_features,4DrMEpcUwwRyxLtRjnPvZk,spotify:track:4DrMEpcUwwRyxLtRjnPvZk,https://api.spotify.com/v1/tracks/4DrMEpcUwwRyxLtRjnPvZk,https://api.spotify.com/v1/audio-analysis/4DrMEpcUwwRyxLtRjnPvZk,202180,4,6MoXcK2GyGg7FIyxPU5yW6,2308494.0,['k-pop'],66.0
Gashina,0jFHMDRXxKaREor3hBEEST,SUNMI,SUNMI,Kpop girl group songs that were a cultural reset,0.722,0.833,6,-3.915,1,0.094,0.0556,0.0,0.195,0.53,93.941,audio_features,0jFHMDRXxKaREor3hBEEST,spotify:track:0jFHMDRXxKaREor3hBEEST,https://api.spotify.com/v1/tracks/0jFHMDRXxKaREor3hBEEST,https://api.spotify.com/v1/audio-analysis/0jFHMDRXxKaREor3hBEEST,180000,4,6MoXcK2GyGg7FIyxPU5yW6,2308494.0,['k-pop'],66.0
TAIL,7muTXW7kGytN3zdomku6FV,SUNMI,SUNMI,Kpop girl group songs that were a cultural reset,0.515,0.858,9,-3.136,1,0.19,0.0435,1.8e-05,0.0796,0.428,125.07,audio_features,7muTXW7kGytN3zdomku6FV,spotify:track:7muTXW7kGytN3zdomku6FV,https://api.spotify.com/v1/tracks/7muTXW7kGytN3zdomku6FV,https://api.spotify.com/v1/audio-analysis/7muTXW7kGytN3zdomku6FV,190960,4,6MoXcK2GyGg7FIyxPU5yW6,2308494.0,['k-pop'],66.0
Venus,16ZeZxGqGkBqCSbmdxWWla,HELLOVENUS,HELLOVENUS,Kpop girl group songs that were a cultural reset,0.659,0.94,6,-1.017,1,0.161,0.045,0.0,0.285,0.672,146.061,audio_features,16ZeZxGqGkBqCSbmdxWWla,spotify:track:16ZeZxGqGkBqCSbmdxWWla,https://api.spotify.com/v1/tracks/16ZeZxGqGkBqCSbmdxWWla,https://api.spotify.com/v1/audio-analysis/16ZeZxGqGkBqCSbmdxWWla,178107,4,3TW9U1f93tpGBsEtCSf7JG,196385.0,"['k-pop', 'k-pop girl group']",38.0
Hellovenus 5th Single `위글위글`,3usNq12G6hzghfodcezACn,HELLOVENUS,HELLOVENUS,Kpop girl group songs that were a cultural reset,0.817,0.816,11,-5.152,0,0.181,0.0629,0.0,0.32,0.832,101.001,audio_features,3usNq12G6hzghfodcezACn,spotify:track:3usNq12G6hzghfodcezACn,https://api.spotify.com/v1/tracks/3usNq12G6hzghfodcezACn,https://api.spotify.com/v1/audio-analysis/3usNq12G6hzghfodcezACn,203821,4,3TW9U1f93tpGBsEtCSf7JG,196385.0,"['k-pop', 'k-pop girl group']",38.0
I'm Ill,6y6s8bBPRVWonRVth2HxQn,HELLOVENUS,HELLOVENUS,Kpop girl group songs that were a cultural reset,0.705,0.986,10,-2.202,1,0.047,0.0375,0.0,0.0989,0.68,131.988,audio_features,6y6s8bBPRVWonRVth2HxQn,spotify:track:6y6s8bBPRVWonRVth2HxQn,https://api.spotify.com/v1/tracks/6y6s8bBPRVWonRVth2HxQn,https://api.spotify.com/v1/audio-analysis/6y6s8bBPRVWonRVth2HxQn,202858,4,3TW9U1f93tpGBsEtCSf7JG,196385.0,"['k-pop', 'k-pop girl group']",38.0
chAngE,3yjodlYYO6D4JGV3RFiPTc,miwa,miwa,Shounen Anime Vibes (Anime Opening & Ending),0.659,0.94,6,-1.017,1,0.161,0.045,0.0,0.285,0.672,146.061,audio_features,16ZeZxGqGkBqCSbmdxWWla,spotify:track:16ZeZxGqGkBqCSbmdxWWla,https://api.spotify.com/v1/tracks/16ZeZxGqGkBqCSbmdxWWla,https://api.spotify.com/v1/audio-analysis/16ZeZxGqGkBqCSbmdxWWla,178107,4,3R3WEsfL1WC1zLiz3XG9K5,734956.0,"['anime', 'anime rock', 'j-idol', 'j-pop', 'j-poprock']",54.0
アップデート,50LU9C6G5EiTw0qUPVo2pR,miwa,miwa,Shounen Anime Vibes (Anime Opening & Ending),0.824,0.77,1,-4.18,1,0.0453,0.00968,2.78e-06,0.368,0.391,108.019,audio_features,0Tq5nLTRlHw2pYgfhdUxke,spotify:track:0Tq5nLTRlHw2pYgfhdUxke,https://api.spotify.com/v1/tracks/0Tq5nLTRlHw2pYgfhdUxke,https://api.spotify.com/v1/audio-analysis/0Tq5nLTRlHw2pYgfhdUxke,205218,4,3R3WEsfL1WC1zLiz3XG9K5,734956.0,"['anime', 'anime rock', 'j-idol', 'j-pop', 'j-poprock']",54.0
アップデート,50LU9C6G5EiTw0qUPVo2pR,miwa,miwa,lit anime music,0.786,0.851,4,-2.95,0,0.0457,0.324,0.0,0.0904,0.67,120.037,audio_features,6ssSzCx8vxqkYenaxJuObQ,spotify:track:6ssSzCx8vxqkYenaxJuObQ,https://api.spotify.com/v1/tracks/6ssSzCx8vxqkYenaxJuObQ,https://api.spotify.com/v1/audio-analysis/6ssSzCx8vxqkYenaxJuObQ,230123,4,3R3WEsfL1WC1zLiz3XG9K5,734956.0,"['anime', 'anime rock', 'j-idol', 'j-pop', 'j-poprock']",54.0
HUSH,0lyBxt4XQpE0ONTvfoVvme,Apink,Apink,Kpop girl group songs that were a cultural reset,0.85,0.93,11,-2.372,1,0.0419,0.0051,0.0863,0.332,0.76,127.969,audio_features,0lyBxt4XQpE0ONTvfoVvme,spotify:track:0lyBxt4XQpE0ONTvfoVvme,https://api.spotify.com/v1/tracks/0lyBxt4XQpE0ONTvfoVvme,https://api.spotify.com/v1/audio-analysis/0lyBxt4XQpE0ONTvfoVvme,210223,4,2uWcrwgWmZcQc3IPBs3tfU,960644.0,"['k-pop', 'k-pop girl group']",57.0
LUV,7EZ79Zl4XsPS320q0KXC6E,Apink,Apink,KPOP,0.689,0.851,4,-2.96,0,0.0594,0.135,0.0,0.263,0.672,89.99,audio_features,2LdOm1BBfBbQjw9LrqmfuC,spotify:track:2LdOm1BBfBbQjw9LrqmfuC,https://api.spotify.com/v1/tracks/2LdOm1BBfBbQjw9LrqmfuC,https://api.spotify.com/v1/audio-analysis/2LdOm1BBfBbQjw9LrqmfuC,217738,4,2uWcrwgWmZcQc3IPBs3tfU,960644.0,"['k-pop', 'k-pop girl group']",57.0
NoNoNo,5SusX17QvBBkH7WfMbTU0j,Apink,Apink,Kpop girl group songs that were a cultural reset,0.74,0.908,4,-2.668,0,0.0327,0.106,0.0,0.0637,0.745,105.996,audio_features,5SusX17QvBBkH7WfMbTU0j,spotify:track:5SusX17QvBBkH7WfMbTU0j,https://api.spotify.com/v1/tracks/5SusX17QvBBkH7WfMbTU0j,https://api.spotify.com/v1/audio-analysis/5SusX17QvBBkH7WfMbTU0j,220099,4,2uWcrwgWmZcQc3IPBs3tfU,960644.0,"['k-pop', 'k-pop girl group']",57.0
Mr. Chu,6fT9eZYgSvhu9v8wzrZkdG,Apink,Apink,Kpop girl group songs that were a cultural reset,0.769,0.837,2,-3.499,1,0.0631,0.359,0.0,0.238,0.584,120.005,audio_features,6fT9eZYgSvhu9v8wzrZkdG,spotify:track:6fT9eZYgSvhu9v8wzrZkdG,https://api.spotify.com/v1/tracks/6fT9eZYgSvhu9v8wzrZkdG,https://api.spotify.com/v1/audio-analysis/6fT9eZYgSvhu9v8wzrZkdG,214750,4,2uWcrwgWmZcQc3IPBs3tfU,960644.0,"['k-pop', 'k-pop girl group']",57.0
LUV,7EZ79Zl4XsPS320q0KXC6E,Apink,Apink,Kpop girl group songs that were a cultural reset,0.735,0.911,6,-3.282,0,0.0437,0.0511,0.0,0.074,0.685,103.978,audio_features,7EZ79Zl4XsPS320q0KXC6E,spotify:track:7EZ79Zl4XsPS320q0KXC6E,https://api.spotify.com/v1/tracks/7EZ79Zl4XsPS320q0KXC6E,https://api.spotify.com/v1/audio-analysis/7EZ79Zl4XsPS320q0KXC6E,238920,4,2uWcrwgWmZcQc3IPBs3tfU,960644.0,"['k-pop', 'k-pop girl group']",57.0
I'm so sick,6oZee3RwM7GHykYHZeb7GT,Apink,Apink,Kpop girl group songs that were a cultural reset,0.594,0.81,6,-2.083,0,0.0531,0.128,0.0,0.0324,0.777,123.752,audio_features,6oZee3RwM7GHykYHZeb7GT,spotify:track:6oZee3RwM7GHykYHZeb7GT,https://api.spotify.com/v1/tracks/6oZee3RwM7GHykYHZeb7GT,https://api.spotify.com/v1/audio-analysis/6oZee3RwM7GHykYHZeb7GT,199403,4,2uWcrwgWmZcQc3IPBs3tfU,960644.0,"['k-pop', 'k-pop girl group']",57.0
YES or YES,26OVhEqFDQH0Ij77QtmGP9,TWICE,TWICE,KPOP,0.85,0.93,11,-2.372,1,0.0419,0.0051,0.0863,0.332,0.76,127.969,audio_features,0lyBxt4XQpE0ONTvfoVvme,spotify:track:0lyBxt4XQpE0ONTvfoVvme,https://api.spotify.com/v1/tracks/0lyBxt4XQpE0ONTvfoVvme,https://api.spotify.com/v1/audio-analysis/0lyBxt4XQpE0ONTvfoVvme,210223,4,7n2Ycct7Beij7Dj7meI4X0,10581415.0,"['k-pop', 'k-pop girl group']",81.0
CHEER UP,7lB4rxNVc7vm33ZSZXVRAQ,TWICE,TWICE,Kpop girl group songs that were a cultural reset,0.551,0.885,6,-1.489,1,0.124,0.139,0.0,0.114,0.509,172.95,audio_features,7lB4rxNVc7vm33ZSZXVRAQ,spotify:track:7lB4rxNVc7vm33ZSZXVRAQ,https://api.spotify.com/v1/tracks/7lB4rxNVc7vm33ZSZXVRAQ,https://api.spotify.com/v1/audio-analysis/7lB4rxNVc7vm33ZSZXVRAQ,208853,4,7n2Ycct7Beij7Dj7meI4X0,10581415.0,"['k-pop', 'k-pop girl group']",81.0
TT,60jFaQV7Z4boGC4ob5B5c6,TWICE,TWICE,Kpop girl group songs that were a cultural reset,0.708,0.852,2,-4.398,1,0.0851,0.0525,0.00016,0.399,0.396,129.946,audio_features,60jFaQV7Z4boGC4ob5B5c6,spotify:track:60jFaQV7Z4boGC4ob5B5c6,https://api.spotify.com/v1/tracks/60jFaQV7Z4boGC4ob5B5c6,https://api.spotify.com/v1/audio-analysis/60jFaQV7Z4boGC4ob5B5c6,212987,4,7n2Ycct7Beij7Dj7meI4X0,10581415.0,"['k-pop', 'k-pop girl group']",81.0
Likey,0IEVKWduAaMcZepZQVr80T,TWICE,TWICE,Kpop girl group songs that were a cultural reset,0.723,0.903,4,-1.262,0,0.033,0.413,0.000377,0.118,0.443,132.006,audio_features,0IEVKWduAaMcZepZQVr80T,spotify:track:0IEVKWduAaMcZepZQVr80T,https://api.spotify.com/v1/tracks/0IEVKWduAaMcZepZQVr80T,https://api.spotify.com/v1/audio-analysis/0IEVKWduAaMcZepZQVr80T,207813,4,7n2Ycct7Beij7Dj7meI4X0,10581415.0,"['k-pop', 'k-pop girl group']",81.0
What is Love,54mnwt3kO0uYsy0ceg14JP,TWICE,TWICE,Kpop girl group songs that were a cultural reset,0.572,0.91,8,-1.578,1,0.064,0.0846,0.0,0.267,0.602,169.975,audio_features,54mnwt3kO0uYsy0ceg14JP,spotify:track:54mnwt3kO0uYsy0ceg14JP,https://api.spotify.com/v1/tracks/54mnwt3kO0uYsy0ceg14JP,https://api.spotify.com/v1/audio-analysis/54mnwt3kO0uYsy0ceg14JP,208227,4,7n2Ycct7Beij7Dj7meI4X0,10581415.0,"['k-pop', 'k-pop girl group']",81.0
