Track Name,Track ID,Artist,Track Popularity,Playlist_x,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist ID,Artist Followers,Artist genres,Artist popularity
oath sign,6ylRKDPOe41x4Gi8c00ulP,LiSA,LiSA,lit anime music,0.824,0.95,5,-4.163,0,0.0308,0.00974,0.000118,0.199,0.97,128.031,audio_features,72d7SM72TZcTSekEX5UoeE,spotify:track:72d7SM72TZcTSekEX5UoeE,https://api.spotify.com/v1/tracks/72d7SM72TZcTSekEX5UoeE,https://api.spotify.com/v1/audio-analysis/72d7SM72TZcTSekEX5UoeE,225040,4,0blbVefuxOGltDBa00dspv,2162899.0,"['anime', 'anime rock', 'j-pixie']",72.0
crossing field,3mScGCzxiXA9OaHdBeuk7O,LiSA,LiSA,lit anime music,0.84,0.871,10,-4.662,0,0.0639,0.0842,0.00392,0.285,0.767,146.005,audio_features,59JkwCdGIMTZYb0j75vebU,spotify:track:59JkwCdGIMTZYb0j75vebU,https://api.spotify.com/v1/tracks/59JkwCdGIMTZYb0j75vebU,https://api.spotify.com/v1/audio-analysis/59JkwCdGIMTZYb0j75vebU,212245,4,0blbVefuxOGltDBa00dspv,2162899.0,"['anime', 'anime rock', 'j-pixie']",72.0
紅蓮華,23DbzwNJSLo7nkSWjODMvY,LiSA,LiSA,lit anime music,0.652,0.852,8,-2.746,1,0.078,0.196,0.0,0.218,0.519,127.959,audio_features,5FahFQNnmxqiWzJbDNmeIY,spotify:track:5FahFQNnmxqiWzJbDNmeIY,https://api.spotify.com/v1/tracks/5FahFQNnmxqiWzJbDNmeIY,https://api.spotify.com/v1/audio-analysis/5FahFQNnmxqiWzJbDNmeIY,248711,4,0blbVefuxOGltDBa00dspv,2162899.0,"['anime', 'anime rock', 'j-pixie']",72.0
HIP,24nK8tW7Pt3Inh2utttuoG,MAMAMOO,MAMAMOO,KPOP,0.781,0.991,4,-1.502,0,0.069,0.0589,0.00104,0.125,0.805,126.063,audio_features,4OqRMlyNvV36bP1DtJFp4t,spotify:track:4OqRMlyNvV36bP1DtJFp4t,https://api.spotify.com/v1/tracks/4OqRMlyNvV36bP1DtJFp4t,https://api.spotify.com/v1/audio-analysis/4OqRMlyNvV36bP1DtJFp4t,193613,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
Décalcomanie,5WitNasXEIRptoLIQUcXMx,MAMAMOO,MAMAMOO,KPOP,0.866,0.738,11,-3.493,0,0.0814,0.00615,0.000549,0.227,0.683,126.013,audio_features,2EwOnaGCrPjbmyZlt76NN4,spotify:track:2EwOnaGCrPjbmyZlt76NN4,https://api.spotify.com/v1/tracks/2EwOnaGCrPjbmyZlt76NN4,https://api.spotify.com/v1/audio-analysis/2EwOnaGCrPjbmyZlt76NN4,222840,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
Starry Night,5MaDeMdqsPsZTxNWdEZPVH,MAMAMOO,MAMAMOO,KPOP,0.813,0.785,1,-3.881,0,0.0921,0.065,0.0,0.0747,0.852,131.978,audio_features,1ErdaM9N7EJ7trhXFnDECg,spotify:track:1ErdaM9N7EJ7trhXFnDECg,https://api.spotify.com/v1/tracks/1ErdaM9N7EJ7trhXFnDECg,https://api.spotify.com/v1/audio-analysis/1ErdaM9N7EJ7trhXFnDECg,238213,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
Dingga,0bDYceyQd1jnJO4sK47YxU,MAMAMOO,MAMAMOO,KPOP,0.854,0.833,1,-2.787,1,0.043,0.00136,0.0703,0.0466,0.364,128.008,audio_features,1QqaaKVZxu9ExhYjKGgI4N,spotify:track:1QqaaKVZxu9ExhYjKGgI4N,https://api.spotify.com/v1/tracks/1QqaaKVZxu9ExhYjKGgI4N,https://api.spotify.com/v1/audio-analysis/1QqaaKVZxu9ExhYjKGgI4N,208773,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
Egotistic,5Z4aqpT39KpY8gbHoJWdou,MAMAMOO,MAMAMOO,KPOP,0.83,0.845,0,-3.008,1,0.0403,0.0298,0.0,0.045,0.829,113.96,audio_features,4qeoiQlWbw9CxgBKOqhpEn,spotify:track:4qeoiQlWbw9CxgBKOqhpEn,https://api.spotify.com/v1/tracks/4qeoiQlWbw9CxgBKOqhpEn,https://api.spotify.com/v1/audio-analysis/4qeoiQlWbw9CxgBKOqhpEn,193880,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
gogobebe,6E7jAJN2e3znSHyPCdQqx8,MAMAMOO,MAMAMOO,KPOP,0.691,0.826,1,-3.968,0,0.0335,0.255,0.0,0.34,0.585,124.884,audio_features,53PNN2kVM1eFU8C9KRs1jT,spotify:track:53PNN2kVM1eFU8C9KRs1jT,https://api.spotify.com/v1/tracks/53PNN2kVM1eFU8C9KRs1jT,https://api.spotify.com/v1/audio-analysis/53PNN2kVM1eFU8C9KRs1jT,238759,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
Wind flower,2qwyjoSsSr3M7HTt611Q5O,MAMAMOO,MAMAMOO,KPOP,0.824,0.95,5,-4.163,0,0.0308,0.00974,0.000118,0.199,0.97,128.031,audio_features,72d7SM72TZcTSekEX5UoeE,spotify:track:72d7SM72TZcTSekEX5UoeE,https://api.spotify.com/v1/tracks/72d7SM72TZcTSekEX5UoeE,https://api.spotify.com/v1/audio-analysis/72d7SM72TZcTSekEX5UoeE,225040,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
AYA,4BZXVFYCb76Q0Klojq4piV,MAMAMOO,MAMAMOO,KPOP,0.759,0.966,2,-2.207,0,0.0416,0.0218,1.03e-05,0.229,0.44,143.987,audio_features,6VOG2ROMCklbn6SSg9mA9H,spotify:track:6VOG2ROMCklbn6SSg9mA9H,https://api.spotify.com/v1/tracks/6VOG2ROMCklbn6SSg9mA9H,https://api.spotify.com/v1/audio-analysis/6VOG2ROMCklbn6SSg9mA9H,188533,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
Mr-Ambiguous,4VOZzJeoNhvvTaGTztogVt,MAMAMOO,MAMAMOO,Kpop girl group songs that were a cultural reset,0.752,0.852,7,-3.45,1,0.0806,0.415,0.0,0.233,0.784,124.942,audio_features,4VOZzJeoNhvvTaGTztogVt,spotify:track:4VOZzJeoNhvvTaGTztogVt,https://api.spotify.com/v1/tracks/4VOZzJeoNhvvTaGTztogVt,https://api.spotify.com/v1/audio-analysis/4VOZzJeoNhvvTaGTztogVt,221489,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
Um Oh Ah Yeh,0icGgAiUx5b0amQLycmGUr,MAMAMOO,MAMAMOO,Kpop girl group songs that were a cultural reset,0.729,0.893,7,-1.896,1,0.0476,0.128,0.0,0.167,0.453,104.977,audio_features,0icGgAiUx5b0amQLycmGUr,spotify:track:0icGgAiUx5b0amQLycmGUr,https://api.spotify.com/v1/tracks/0icGgAiUx5b0amQLycmGUr,https://api.spotify.com/v1/audio-analysis/0icGgAiUx5b0amQLycmGUr,214088,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
You’re the Best,3BUZUCu1uHaTvroizwqLHt,MAMAMOO,MAMAMOO,Kpop girl group songs that were a cultural reset,0.683,0.86,5,-3.243,0,0.0471,0.0395,0.0,0.239,0.703,122.03,audio_features,3BUZUCu1uHaTvroizwqLHt,spotify:track:3BUZUCu1uHaTvroizwqLHt,https://api.spotify.com/v1/tracks/3BUZUCu1uHaTvroizwqLHt,https://api.spotify.com/v1/audio-analysis/3BUZUCu1uHaTvroizwqLHt,230915,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
Décalcomanie,5WitNasXEIRptoLIQUcXMx,MAMAMOO,MAMAMOO,Kpop girl group songs that were a cultural reset,0.648,0.859,10,-2.384,1,0.0472,0.113,0.0,0.448,0.541,115.434,audio_features,5WitNasXEIRptoLIQUcXMx,spotify:track:5WitNasXEIRptoLIQUcXMx,https://api.spotify.com/v1/tracks/5WitNasXEIRptoLIQUcXMx,https://api.spotify.com/v1/audio-analysis/5WitNasXEIRptoLIQUcXMx,215998,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
Starry Night,5MaDeMdqsPsZTxNWdEZPVH,MAMAMOO,MAMAMOO,Kpop girl group songs that were a cultural reset,0.58,0.773,9,-3.302,0,0.05,0.656,0.0,0.112,0.506,124.148,audio_features,5MaDeMdqsPsZTxNWdEZPVH,spotify:track:5MaDeMdqsPsZTxNWdEZPVH,https://api.spotify.com/v1/tracks/5MaDeMdqsPsZTxNWdEZPVH,https://api.spotify.com/v1/audio-analysis/5MaDeMdqsPsZTxNWdEZPVH,211237,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
HIP,24nK8tW7Pt3Inh2utttuoG,MAMAMOO,MAMAMOO,Kpop girl group songs that were a cultural reset,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,audio_features,24nK8tW7Pt3Inh2utttuoG,spotify:track:24nK8tW7Pt3Inh2utttuoG,https://api.spotify.com/v1/tracks/24nK8tW7Pt3Inh2utttuoG,https://api.spotify.com/v1/audio-analysis/24nK8tW7Pt3Inh2utttuoG,195307,4,0XATRDCYuuGhk0oE7C0o5G,4404622.0,"['k-pop', 'k-pop girl group']",71.0
heavenly blue,27AljPd43CqSWA6WptHyIn,Kalafina,Kalafina,lit anime music,0.781,0.991,4,-1.502,0,0.069,0.0589,0.00104,0.125,0.805,126.063,audio_features,4OqRMlyNvV36bP1DtJFp4t,spotify:track:4OqRMlyNvV36bP1DtJFp4t,https://api.spotify.com/v1/tracks/4OqRMlyNvV36bP1DtJFp4t,https://api.spotify.com/v1/audio-analysis/4OqRMlyNvV36bP1DtJFp4t,193613,4,2otsTXVV2ZWZ8T5LPzsBhy,221881.0,"['anime', 'anime score', 'j-poprock', 'otacore', 'touken ranbu']",50.0
Magia,0snD7SNZLAuaBySLX1WPqs,Kalafina,Kalafina,lit anime music,0.769,0.807,5,-3.453,0,0.0494,0.275,0.0,0.199,0.673,125.999,audio_features,0K2UTvyyBPSmr0IccCWNZm,spotify:track:0K2UTvyyBPSmr0IccCWNZm,https://api.spotify.com/v1/tracks/0K2UTvyyBPSmr0IccCWNZm,https://api.spotify.com/v1/audio-analysis/0K2UTvyyBPSmr0IccCWNZm,186800,4,2otsTXVV2ZWZ8T5LPzsBhy,221881.0,"['anime', 'anime score', 'j-poprock', 'otacore', 'touken ranbu']",50.0
Flyers,6VBQ4DF4fwPJNA96RbMQWT,BRADIO,BRADIO,Shounen Anime Vibes (Anime Opening & Ending),0.781,0.991,4,-1.502,0,0.069,0.0589,0.00104,0.125,0.805,126.063,audio_features,4OqRMlyNvV36bP1DtJFp4t,spotify:track:4OqRMlyNvV36bP1DtJFp4t,https://api.spotify.com/v1/tracks/4OqRMlyNvV36bP1DtJFp4t,https://api.spotify.com/v1/audio-analysis/4OqRMlyNvV36bP1DtJFp4t,193613,4,4bykb0rz2eT2t2kzihCsne,120631.0,"['anime latino', 'j-poprock', 'otacore']",51.0
Flyers,6VBQ4DF4fwPJNA96RbMQWT,BRADIO,BRADIO,lit anime music,0.695,0.87,6,-2.66,1,0.0359,0.2,0.0,0.0512,0.697,114.022,audio_features,2rFRa1eJ8RqlINbJCZwdtt,spotify:track:2rFRa1eJ8RqlINbJCZwdtt,https://api.spotify.com/v1/tracks/2rFRa1eJ8RqlINbJCZwdtt,https://api.spotify.com/v1/audio-analysis/2rFRa1eJ8RqlINbJCZwdtt,203482,4,4bykb0rz2eT2t2kzihCsne,120631.0,"['anime latino', 'j-poprock', 'otacore']",51.0
Fire,2EwOnaGCrPjbmyZlt76NN4,2NE1,2NE1,Kpop girl group songs that were a cultural reset,0.866,0.738,11,-3.493,0,0.0814,0.00615,0.000549,0.227,0.683,126.013,audio_features,2EwOnaGCrPjbmyZlt76NN4,spotify:track:2EwOnaGCrPjbmyZlt76NN4,https://api.spotify.com/v1/tracks/2EwOnaGCrPjbmyZlt76NN4,https://api.spotify.com/v1/audio-analysis/2EwOnaGCrPjbmyZlt76NN4,222840,4,1l0mKo96Jh9HVYONcRl3Yp,1963084.0,"['dance pop', 'k-pop', 'k-pop girl group']",60.0
I Don't Care,1ErdaM9N7EJ7trhXFnDECg,2NE1,2NE1,Kpop girl group songs that were a cultural reset,0.813,0.785,1,-3.881,0,0.0921,0.065,0.0,0.0747,0.852,131.978,audio_features,1ErdaM9N7EJ7trhXFnDECg,spotify:track:1ErdaM9N7EJ7trhXFnDECg,https://api.spotify.com/v1/tracks/1ErdaM9N7EJ7trhXFnDECg,https://api.spotify.com/v1/audio-analysis/1ErdaM9N7EJ7trhXFnDECg,238213,4,1l0mKo96Jh9HVYONcRl3Yp,1963084.0,"['dance pop', 'k-pop', 'k-pop girl group']",60.0
I Am The Best,26EM9sZnQkLLQxixGd88KE,2NE1,2NE1,Kpop girl group songs that were a cultural reset,0.819,0.844,0,-3.739,1,0.038,0.00767,0.00834,0.056,0.687,127.997,audio_features,26EM9sZnQkLLQxixGd88KE,spotify:track:26EM9sZnQkLLQxixGd88KE,https://api.spotify.com/v1/tracks/26EM9sZnQkLLQxixGd88KE,https://api.spotify.com/v1/audio-analysis/26EM9sZnQkLLQxixGd88KE,208731,4,1l0mKo96Jh9HVYONcRl3Yp,1963084.0,"['dance pop', 'k-pop', 'k-pop girl group']",60.0
Ugly,5FahFQNnmxqiWzJbDNmeIY,2NE1,2NE1,Kpop girl group songs that were a cultural reset,0.652,0.852,8,-2.746,1,0.078,0.196,0.0,0.218,0.519,127.959,audio_features,5FahFQNnmxqiWzJbDNmeIY,spotify:track:5FahFQNnmxqiWzJbDNmeIY,https://api.spotify.com/v1/tracks/5FahFQNnmxqiWzJbDNmeIY,https://api.spotify.com/v1/audio-analysis/5FahFQNnmxqiWzJbDNmeIY,248711,4,1l0mKo96Jh9HVYONcRl3Yp,1963084.0,"['dance pop', 'k-pop', 'k-pop girl group']",60.0
COME BACK HOME,63J1RStsmoVKXNTCHRNxii,2NE1,2NE1,Kpop girl group songs that were a cultural reset,0.572,0.84,0,-3.349,0,0.126,0.155,0.0,0.638,0.146,149.864,audio_features,63J1RStsmoVKXNTCHRNxii,spotify:track:63J1RStsmoVKXNTCHRNxii,https://api.spotify.com/v1/tracks/63J1RStsmoVKXNTCHRNxii,https://api.spotify.com/v1/audio-analysis/63J1RStsmoVKXNTCHRNxii,229627,4,1l0mKo96Jh9HVYONcRl3Yp,1963084.0,"['dance pop', 'k-pop', 'k-pop girl group']",60.0
FAIRY TAIL Main Theme,7JoZiEMrwjpD18krCV8Czo,Yasuharu Takanashi,Yasuharu Takanashi,lit anime music,0.866,0.738,11,-3.493,0,0.0814,0.00615,0.000549,0.227,0.683,126.013,audio_features,2EwOnaGCrPjbmyZlt76NN4,spotify:track:2EwOnaGCrPjbmyZlt76NN4,https://api.spotify.com/v1/tracks/2EwOnaGCrPjbmyZlt76NN4,https://api.spotify.com/v1/audio-analysis/2EwOnaGCrPjbmyZlt76NN4,222840,4,64mecceQewFCKwCK6JBW0o,35738.0,"['anime', 'anime score', 'japanese celtic', 'otacore']",55.0
Brave Shine,4PR27vtUZsoiaUlQ6NNYyW,Aimer,Aimer,lit anime music,0.813,0.785,1,-3.881,0,0.0921,0.065,0.0,0.0747,0.852,131.978,audio_features,1ErdaM9N7EJ7trhXFnDECg,spotify:track:1ErdaM9N7EJ7trhXFnDECg,https://api.spotify.com/v1/tracks/1ErdaM9N7EJ7trhXFnDECg,https://api.spotify.com/v1/audio-analysis/1ErdaM9N7EJ7trhXFnDECg,238213,4,0bAsR2unSRpn6BQPEnNlZm,1536440.0,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']",66.0
Hot Issue,1QqaaKVZxu9ExhYjKGgI4N,4Minute,4Minute,Kpop girl group songs that were a cultural reset,0.854,0.833,1,-2.787,1,0.043,0.00136,0.0703,0.0466,0.364,128.008,audio_features,1QqaaKVZxu9ExhYjKGgI4N,spotify:track:1QqaaKVZxu9ExhYjKGgI4N,https://api.spotify.com/v1/tracks/1QqaaKVZxu9ExhYjKGgI4N,https://api.spotify.com/v1/audio-analysis/1QqaaKVZxu9ExhYjKGgI4N,208773,4,6cdC1cwqh3eJAXaxXJt2jv,943417.0,"['k-pop', 'k-pop girl group']",55.0
Volume Up,2RKgRT8O8K3DXfsGfnbNWx,4Minute,4Minute,Kpop girl group songs that were a cultural reset,0.641,0.877,3,-2.726,0,0.0337,0.014,0.000131,0.0792,0.454,130.045,audio_features,2RKgRT8O8K3DXfsGfnbNWx,spotify:track:2RKgRT8O8K3DXfsGfnbNWx,https://api.spotify.com/v1/tracks/2RKgRT8O8K3DXfsGfnbNWx,https://api.spotify.com/v1/audio-analysis/2RKgRT8O8K3DXfsGfnbNWx,230008,4,6cdC1cwqh3eJAXaxXJt2jv,943417.0,"['k-pop', 'k-pop girl group']",55.0
Crazy,5DZdCgnX9xAj59X6X7cQBs,4Minute,4Minute,KPOP,0.641,0.645,0,-6.54,1,0.0366,0.136,0.000145,0.145,0.546,90.027,audio_features,3Hyl7YrOtBcnh1geON2kSO,spotify:track:3Hyl7YrOtBcnh1geON2kSO,https://api.spotify.com/v1/tracks/3Hyl7YrOtBcnh1geON2kSO,https://api.spotify.com/v1/audio-analysis/3Hyl7YrOtBcnh1geON2kSO,217085,4,6cdC1cwqh3eJAXaxXJt2jv,943417.0,"['k-pop', 'k-pop girl group']",55.0
Whatcha Doin' Today,4zPF7ERedaIZGDIxnE1KVH,4Minute,4Minute,Kpop girl group songs that were a cultural reset,0.817,0.95,11,-1.991,0,0.0458,0.185,0.0,0.337,0.97,133.041,audio_features,4zPF7ERedaIZGDIxnE1KVH,spotify:track:4zPF7ERedaIZGDIxnE1KVH,https://api.spotify.com/v1/tracks/4zPF7ERedaIZGDIxnE1KVH,https://api.spotify.com/v1/audio-analysis/4zPF7ERedaIZGDIxnE1KVH,206028,4,6cdC1cwqh3eJAXaxXJt2jv,943417.0,"['k-pop', 'k-pop girl group']",55.0
Crazy,5DZdCgnX9xAj59X6X7cQBs,4Minute,4Minute,Kpop girl group songs that were a cultural reset,0.54,0.929,7,-2.646,1,0.279,0.00584,4.11e-06,0.424,0.621,176.019,audio_features,5DZdCgnX9xAj59X6X7cQBs,spotify:track:5DZdCgnX9xAj59X6X7cQBs,https://api.spotify.com/v1/tracks/5DZdCgnX9xAj59X6X7cQBs,https://api.spotify.com/v1/audio-analysis/5DZdCgnX9xAj59X6X7cQBs,192400,4,6cdC1cwqh3eJAXaxXJt2jv,943417.0,"['k-pop', 'k-pop girl group']",55.0
Hate,3Hd6zm1J4bVeu4VXwaDQL3,4Minute,4Minute,Kpop girl group songs that were a cultural reset,0.686,0.902,6,-3.78,0,0.163,0.0474,1.02e-06,0.201,0.615,149.96,audio_features,3Hd6zm1J4bVeu4VXwaDQL3,spotify:track:3Hd6zm1J4bVeu4VXwaDQL3,https://api.spotify.com/v1/tracks/3Hd6zm1J4bVeu4VXwaDQL3,https://api.spotify.com/v1/audio-analysis/3Hd6zm1J4bVeu4VXwaDQL3,216333,4,6cdC1cwqh3eJAXaxXJt2jv,943417.0,"['k-pop', 'k-pop girl group']",55.0
嘘,6mHV1XXo8e00o7ydEUN64h,SID,SID,lit anime music,0.854,0.833,1,-2.787,1,0.043,0.00136,0.0703,0.0466,0.364,128.008,audio_features,1QqaaKVZxu9ExhYjKGgI4N,spotify:track:1QqaaKVZxu9ExhYjKGgI4N,https://api.spotify.com/v1/tracks/1QqaaKVZxu9ExhYjKGgI4N,https://api.spotify.com/v1/audio-analysis/1QqaaKVZxu9ExhYjKGgI4N,208773,4,24b231EnCM3BkpiuWs5VBE,191842.0,"['anime', 'j-poprock', 'oshare kei', 'otacore', 'visual kei']",56.0
レイン,7wiweCvxdbBw2mTP3AaY9q,SID,SID,lit anime music,0.798,0.694,2,-5.032,1,0.0415,0.00325,0.0365,0.348,0.346,119.948,audio_features,4eIyItvPfLiRpBsvk81voz,spotify:track:4eIyItvPfLiRpBsvk81voz,https://api.spotify.com/v1/tracks/4eIyItvPfLiRpBsvk81voz,https://api.spotify.com/v1/audio-analysis/4eIyItvPfLiRpBsvk81voz,198243,4,24b231EnCM3BkpiuWs5VBE,191842.0,"['anime', 'j-poprock', 'oshare kei', 'otacore', 'visual kei']",56.0
嘘,6mHV1XXo8e00o7ydEUN64h,SID,SID,Shounen Anime Vibes (Anime Opening & Ending),0.503,0.868,11,-3.727,0,0.179,0.0414,0.0,0.35,0.708,175.62,audio_features,63M8a0AXYVBoZZfZmJbt6O,spotify:track:63M8a0AXYVBoZZfZmJbt6O,https://api.spotify.com/v1/tracks/63M8a0AXYVBoZZfZmJbt6O,https://api.spotify.com/v1/audio-analysis/63M8a0AXYVBoZZfZmJbt6O,193588,4,24b231EnCM3BkpiuWs5VBE,191842.0,"['anime', 'j-poprock', 'oshare kei', 'otacore', 'visual kei']",56.0
レイン,7wiweCvxdbBw2mTP3AaY9q,SID,SID,Shounen Anime Vibes (Anime Opening & Ending),0.633,0.915,9,-2.347,1,0.106,0.0437,0.0,0.107,0.622,128.033,audio_features,5crARIrvoMiMf2AdlD78WN,spotify:track:5crARIrvoMiMf2AdlD78WN,https://api.spotify.com/v1/tracks/5crARIrvoMiMf2AdlD78WN,https://api.spotify.com/v1/audio-analysis/5crARIrvoMiMf2AdlD78WN,206500,4,24b231EnCM3BkpiuWs5VBE,191842.0,"['anime', 'j-poprock', 'oshare kei', 'otacore', 'visual kei']",56.0
IGNITE,0M4dLrDesljsojfZsImZBD,Eir Aoi,Eir Aoi,Shounen Anime Vibes (Anime Opening & Ending),0.854,0.833,1,-2.787,1,0.043,0.00136,0.0703,0.0466,0.364,128.008,audio_features,1QqaaKVZxu9ExhYjKGgI4N,spotify:track:1QqaaKVZxu9ExhYjKGgI4N,https://api.spotify.com/v1/tracks/1QqaaKVZxu9ExhYjKGgI4N,https://api.spotify.com/v1/audio-analysis/1QqaaKVZxu9ExhYjKGgI4N,208773,4,18moNotPmBWa2YZtRnIoZ3,452272.0,"['anime', 'anime rock', 'j-pixie', 'otacore']",55.0
IGNITE,0M4dLrDesljsojfZsImZBD,Eir Aoi,Eir Aoi,lit anime music,0.727,0.871,10,-3.099,0,0.158,0.323,6.21e-06,0.725,0.681,121.438,audio_features,6XP9L7di5JnOc9WaeAW8oe,spotify:track:6XP9L7di5JnOc9WaeAW8oe,https://api.spotify.com/v1/tracks/6XP9L7di5JnOc9WaeAW8oe,https://api.spotify.com/v1/audio-analysis/6XP9L7di5JnOc9WaeAW8oe,220987,4,18moNotPmBWa2YZtRnIoZ3,452272.0,"['anime', 'anime rock', 'j-pixie', 'otacore']",55.0
LA chA TA,4qeoiQlWbw9CxgBKOqhpEn,f(x),f(x),Kpop girl group songs that were a cultural reset,0.83,0.845,0,-3.008,1,0.0403,0.0298,0.0,0.045,0.829,113.96,audio_features,4qeoiQlWbw9CxgBKOqhpEn,spotify:track:4qeoiQlWbw9CxgBKOqhpEn,https://api.spotify.com/v1/tracks/4qeoiQlWbw9CxgBKOqhpEn,https://api.spotify.com/v1/audio-analysis/4qeoiQlWbw9CxgBKOqhpEn,193880,4,3wRA5UYoo08BBKJnzyKkpF,1062806.0,"['k-pop', 'k-pop girl group']",55.0
Hot Summer,1dyMRzKZMakJqmOnsUUZ9X,f(x),f(x),Kpop girl group songs that were a cultural reset,0.769,0.966,2,-1.484,1,0.0292,0.00431,2.93e-05,0.265,0.783,123.019,audio_features,1dyMRzKZMakJqmOnsUUZ9X,spotify:track:1dyMRzKZMakJqmOnsUUZ9X,https://api.spotify.com/v1/tracks/1dyMRzKZMakJqmOnsUUZ9X,https://api.spotify.com/v1/audio-analysis/1dyMRzKZMakJqmOnsUUZ9X,225787,4,3wRA5UYoo08BBKJnzyKkpF,1062806.0,"['k-pop', 'k-pop girl group']",55.0
Electric Shock,7tMN6iGJMulMFpSCeU7pmU,f(x),f(x),Kpop girl group songs that were a cultural reset,0.757,0.898,5,-1.632,0,0.0327,0.0927,7.85e-06,0.493,0.537,125.029,audio_features,7tMN6iGJMulMFpSCeU7pmU,spotify:track:7tMN6iGJMulMFpSCeU7pmU,https://api.spotify.com/v1/tracks/7tMN6iGJMulMFpSCeU7pmU,https://api.spotify.com/v1/audio-analysis/7tMN6iGJMulMFpSCeU7pmU,196947,4,3wRA5UYoo08BBKJnzyKkpF,1062806.0,"['k-pop', 'k-pop girl group']",55.0
첫 사랑니 (Rum Pum Pum Pum),22sIPXiQzcPydCC6skPPPq,f(x),f(x),Kpop girl group songs that were a cultural reset,0.774,0.819,11,-2.976,1,0.0383,0.509,1.72e-05,0.239,0.543,119.984,audio_features,22sIPXiQzcPydCC6skPPPq,spotify:track:22sIPXiQzcPydCC6skPPPq,https://api.spotify.com/v1/tracks/22sIPXiQzcPydCC6skPPPq,https://api.spotify.com/v1/audio-analysis/22sIPXiQzcPydCC6skPPPq,197672,4,3wRA5UYoo08BBKJnzyKkpF,1062806.0,"['k-pop', 'k-pop girl group']",55.0
4 Walls,2YkjXEab4USTV9uuAgC90E,f(x),f(x),Kpop girl group songs that were a cultural reset,0.735,0.849,4,-4.308,0,0.129,0.212,2.94e-05,0.0608,0.223,125.972,audio_features,2YkjXEab4USTV9uuAgC90E,spotify:track:2YkjXEab4USTV9uuAgC90E,https://api.spotify.com/v1/tracks/2YkjXEab4USTV9uuAgC90E,https://api.spotify.com/v1/audio-analysis/2YkjXEab4USTV9uuAgC90E,207477,4,3wRA5UYoo08BBKJnzyKkpF,1062806.0,"['k-pop', 'k-pop girl group']",55.0
リライト,3rb5K4Cw0GsLsgjcSYAP9K,ASIAN KUNG-FU GENERATION,ASIAN KUNG-FU GENERATION,lit anime music,0.83,0.845,0,-3.008,1,0.0403,0.0298,0.0,0.045,0.829,113.96,audio_features,4qeoiQlWbw9CxgBKOqhpEn,spotify:track:4qeoiQlWbw9CxgBKOqhpEn,https://api.spotify.com/v1/tracks/4qeoiQlWbw9CxgBKOqhpEn,https://api.spotify.com/v1/audio-analysis/4qeoiQlWbw9CxgBKOqhpEn,193880,4,0MK8l3nURwwQIjafvXoJJt,817572.0,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk', 'otacore']",62.0
ブラッドサーキュレーター,3xQBvKxm8mdy9OBLiJDcwB,ASIAN KUNG-FU GENERATION,ASIAN KUNG-FU GENERATION,Shounen Anime Vibes (Anime Opening & Ending),0.709,0.639,10,-7.063,0,0.0399,0.00244,0.0697,0.0865,0.439,135.013,audio_features,33KzJtbSIQY3z9q3hfKnLO,spotify:track:33KzJtbSIQY3z9q3hfKnLO,https://api.spotify.com/v1/tracks/33KzJtbSIQY3z9q3hfKnLO,https://api.spotify.com/v1/audio-analysis/33KzJtbSIQY3z9q3hfKnLO,194587,4,0MK8l3nURwwQIjafvXoJJt,817572.0,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk', 'otacore']",62.0
